"Acute.myeloid.leukemia"	"BladderUrothelialCarcinoma.TCGA.US."	"Breast.Cancer"	"BreastCarcinoma.WTSI.UK."	"BreastInvasiveCarcinoma.TCGA.US."	"CervicalSquamousCellCarcinoma.TCGA.US."	"Chronic.lymphocytic.leukaemia"	"ColonAdenocarcinoma.TCGA.US."	"Colorectal.adenocarcinoma"	"GastricCancer.CCGC.CN."	"Hepatocellular.carcinoma"	"Hypodiploid_ALL"	"Leukemia.T.ALL"	"LiverCancer.NCC.JP."	"LiverCancer.RIKEN.JP."	"Lung"	"MalignantMelanoma.WTSI.UK."	"Medulloblastoma"	"Melanoma"	"Myeloid.leukemia"	"Myeloma"	"Pancreatic"	"PediatricBrainTumors.DKFZ.DE."	"Prostate"	"ProstateCancer.OICR.CA."	"RectumAdenocarcinoma.TCGA.US."	"Small.cell.lung.cancer"	"T.cell.ALL"	"UterineCorpusEndometrioidCarcinoma.TCGA.US."
"hsa-miR-4429"	0	2	4	0	0	0	2	4	7	1	0	1	0	49	49	4	0	3	3	2	0	0	1	2	26	3	3	0	20
"hsa-miR-4666a-5p"	1	1	10	4	0	0	0	5	7	1	0	2	1	55	69	2	0	1	2	0	0	1	0	1	7	0	0	0	16
"hsa-miR-488-3p"	0	2	4	1	0	0	0	13	8	2	2	2	1	53	51	4	0	8	6	0	0	0	0	3	10	2	2	0	12
"hsa-miR-5003-5p"	0	2	10	1	0	0	1	9	6	1	1	2	1	48	47	7	0	2	2	0	1	0	2	3	23	3	0	0	14
"hsa-miR-5006-5p"	0	0	4	0	0	0	0	5	5	5	0	2	0	56	18	5	0	2	0	0	3	0	0	3	66	0	0	1	11
"hsa-miR-5011-5p"	0	0	4	0	0	0	0	3	11	0	1	3	1	64	72	0	0	6	0	0	0	0	0	3	7	1	2	0	8
"hsa-miR-5695"	1	3	5	2	0	1	0	2	6	4	3	3	0	38	29	1	0	4	3	1	0	0	0	0	68	0	0	0	12
"hsa-miR-149-5p"	1	1	3	0	0	0	0	8	5	2	0	1	1	51	27	2	0	0	2	0	0	0	1	0	61	0	1	0	18
"hsa-miR-3120-3p"	0	3	4	3	0	1	0	4	5	4	0	1	2	66	36	2	0	2	0	1	0	0	1	0	26	1	4	1	18
"hsa-miR-3202"	0	2	7	2	0	1	0	5	3	3	2	4	0	60	36	1	1	3	11	0	1	1	0	0	23	1	2	0	16
"hsa-miR-3925-5p"	0	4	6	3	0	0	0	1	4	3	2	4	0	55	40	5	0	3	7	4	0	1	0	3	18	0	0	0	22
"hsa-miR-4676-5p"	0	0	5	1	1	0	0	3	4	4	0	1	0	44	25	5	0	2	2	0	2	0	1	3	64	0	0	0	18
"hsa-miR-4766-5p"	0	3	5	2	0	0	0	12	8	6	0	4	1	53	41	2	0	3	2	0	0	0	0	5	21	0	1	0	16
"hsa-miR-5589-3p"	1	1	7	1	0	0	2	5	15	3	1	1	1	44	50	4	0	4	1	0	0	1	0	2	17	0	2	1	21
"hsa-miR-575"	0	0	5	1	1	0	0	3	4	4	0	1	0	44	25	5	0	2	2	0	2	0	1	3	64	0	0	0	18
"hsa-miR-1178"	1	1	3	1	0	1	0	5	4	0	0	1	0	31	28	3	0	1	1	1	0	1	0	1	88	0	1	0	11
"hsa-miR-3183"	0	4	5	3	1	0	0	3	9	3	1	0	1	39	38	7	0	0	5	0	0	1	0	1	38	0	2	1	22
"hsa-miR-371a-5p"	0	4	7	1	0	1	0	4	10	4	0	1	0	47	45	6	0	1	0	0	0	0	0	4	32	1	2	0	14
"hsa-miR-4437"	0	0	7	3	0	1	0	2	4	0	1	2	1	43	21	2	0	7	1	0	0	1	0	2	72	0	2	0	12
"hsa-miR-4524b-3p"	0	5	3	3	0	0	0	3	8	4	1	2	0	52	36	5	0	2	2	0	1	0	1	1	46	0	0	0	9
"hsa-miR-4684-5p"	1	2	5	3	0	0	0	2	11	2	0	0	1	34	39	6	0	1	2	0	0	1	0	1	55	0	2	1	15
"hsa-miR-483-3p"	0	3	1	1	0	1	0	2	5	1	0	1	0	32	25	7	0	5	1	0	0	0	0	3	84	0	1	1	10
"hsa-miR-548a-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548ab"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548ak"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548am-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548an"	0	1	8	2	0	0	0	13	7	2	1	1	0	70	36	5	0	3	6	0	0	0	1	1	9	0	2	0	16
"hsa-miR-548ap-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548ar-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548as-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548at-3p"	0	1	6	1	0	0	1	3	17	2	1	3	0	54	56	5	0	2	3	0	0	0	0	2	19	1	1	1	5
"hsa-miR-548au-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548b-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548c-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548d-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548h-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548i"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548j"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548o-5p"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548w"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-548y"	1	0	5	3	0	0	2	7	8	2	1	1	1	45	54	4	1	4	2	0	0	0	0	1	34	0	0	0	8
"hsa-miR-765"	0	4	6	4	0	0	1	5	4	2	0	2	1	61	42	7	0	5	3	0	0	1	0	0	15	1	1	0	19
"hsa-miR-1225-3p"	0	0	4	2	0	0	0	4	1	0	1	2	1	45	24	3	0	2	0	0	2	1	0	3	75	1	0	1	11
"hsa-miR-1276"	0	3	3	0	0	0	0	9	4	3	2	3	0	53	48	3	0	3	7	1	2	0	0	2	21	0	0	0	16
"hsa-miR-1972"	0	1	7	1	1	0	0	0	2	3	0	2	0	54	35	1	1	2	1	0	2	1	1	3	49	0	1	0	15
"hsa-miR-409-3p"	0	0	1	4	1	0	1	3	8	1	1	2	0	46	41	3	0	2	1	0	0	0	0	1	42	1	0	0	24
"hsa-miR-4524a-3p"	0	4	4	2	0	0	0	2	5	4	1	2	0	51	37	6	0	3	2	0	1	0	0	1	48	0	0	0	10
"hsa-miR-508-5p"	0	5	4	1	0	0	0	7	4	2	0	0	0	36	27	1	0	3	4	0	0	0	0	0	77	0	0	1	11
"hsa-miR-513b"	1	4	9	3	0	0	1	8	7	4	1	3	2	47	51	4	0	1	1	0	2	0	3	4	17	2	1	1	6
"hsa-miR-515-5p"	0	4	8	1	0	1	0	5	10	2	1	1	1	34	36	2	0	4	1	1	0	0	0	1	55	0	2	0	13
"hsa-miR-519e-5p"	0	4	8	1	0	1	0	5	10	2	1	1	1	34	36	2	0	4	1	1	0	0	0	1	55	0	2	0	13
"hsa-miR-5586-5p"	0	4	1	0	0	0	0	3	8	0	0	2	1	36	36	6	1	2	3	0	0	2	0	1	66	0	0	0	11
"hsa-miR-629-3p"	0	1	7	0	0	0	0	3	7	2	0	2	0	36	34	6	0	3	2	1	0	0	0	1	57	0	1	0	20
"hsa-miR-1252"	0	2	6	3	1	1	1	5	7	3	2	5	0	55	48	2	0	1	9	0	1	1	1	2	9	1	1	0	15
"hsa-miR-146a-3p"	0	11	3	2	0	2	0	10	8	5	1	5	1	60	36	1	0	1	1	0	0	0	1	2	14	0	1	0	17
"hsa-miR-216a"	0	1	4	3	1	0	0	1	12	1	0	1	0	26	53	2	0	1	2	0	0	0	0	3	55	0	1	0	15
"hsa-miR-302a-5p"	0	1	7	0	1	0	1	14	7	1	1	0	0	56	64	5	0	2	1	0	0	0	0	2	9	3	2	0	5
"hsa-miR-3130-3p"	0	3	3	0	1	0	0	3	8	3	0	3	0	45	22	2	0	1	1	1	0	0	1	1	69	0	1	1	13
"hsa-miR-3685"	1	0	1	5	1	0	0	5	9	0	2	5	0	59	43	6	2	6	9	1	0	0	0	1	14	1	1	0	10
"hsa-miR-4482-5p"	0	1	5	1	0	0	0	5	6	0	0	1	1	45	36	0	0	1	2	0	0	0	0	1	64	0	0	1	12
"hsa-miR-4792"	0	1	6	3	0	0	0	2	4	1	0	0	0	34	18	2	0	1	0	0	0	1	0	1	91	0	0	1	16
"hsa-miR-1184"	0	0	1	1	0	0	0	3	4	3	0	2	1	59	28	1	0	3	2	1	1	1	0	0	37	0	1	1	31
"hsa-miR-1280"	0	1	5	0	0	0	1	4	6	2	0	4	0	57	38	3	0	2	5	1	0	0	0	4	35	0	1	0	12
"hsa-miR-369-3p"	2	0	3	0	1	0	1	2	13	1	3	2	1	46	70	1	0	0	3	1	0	0	0	2	13	0	1	0	15
"hsa-miR-4299"	0	1	1	2	1	0	0	4	10	1	1	1	1	38	27	5	0	1	0	0	0	1	0	6	62	0	0	1	17
"hsa-miR-4421"	0	1	5	3	0	0	0	5	5	3	0	1	1	35	33	4	1	1	1	0	1	0	1	2	64	0	3	1	10
"hsa-miR-488-5p"	0	4	8	0	1	0	0	4	4	3	2	3	0	46	42	2	0	0	2	0	0	0	0	1	44	0	1	1	13
"hsa-miR-5096"	0	4	7	0	0	0	0	6	6	2	0	2	1	44	34	4	0	1	1	0	1	2	1	2	49	2	2	1	9
"hsa-miR-3145-5p"	0	3	5	0	0	1	0	4	5	1	1	0	0	37	22	2	0	5	1	0	0	0	0	1	79	2	0	0	11
"hsa-miR-3664-5p"	0	5	9	3	0	1	0	1	7	2	0	1	0	37	33	4	0	2	2	0	1	1	0	0	51	0	1	1	18
"hsa-miR-4531"	0	0	3	0	0	0	0	2	5	0	1	2	1	49	32	2	0	2	5	1	0	0	0	2	55	1	0	0	17
"hsa-miR-4674"	1	1	5	4	0	1	0	4	9	0	2	1	1	57	23	2	0	8	4	0	0	1	0	3	34	1	2	0	16
"hsa-miR-4676-3p"	0	4	4	2	0	1	0	3	11	1	0	1	0	41	44	9	0	5	0	0	1	0	2	0	24	4	0	0	23
"hsa-miR-4708-5p"	0	4	6	4	0	0	1	5	4	1	1	1	0	51	41	5	0	3	2	1	0	0	0	1	31	0	1	0	17
"hsa-miR-5197-3p"	0	4	6	2	1	0	0	5	4	2	0	4	1	55	49	1	0	6	5	1	0	1	0	0	14	1	1	0	17
"hsa-miR-587"	1	0	5	1	0	0	1	13	10	1	1	4	1	44	61	4	0	5	1	0	0	0	1	2	10	0	0	0	14
"hsa-miR-140-3p"	0	0	5	2	0	0	1	11	6	1	0	2	1	61	39	3	0	2	4	0	0	0	0	0	22	2	1	0	16
"hsa-miR-33a-3p"	0	0	4	2	0	0	1	7	6	1	1	3	1	44	46	4	0	3	1	0	0	1	1	2	22	2	1	0	26
"hsa-miR-4328"	0	2	5	1	0	0	1	3	12	2	2	2	0	47	55	2	0	3	1	0	0	0	0	2	21	0	1	0	17
"hsa-miR-4432"	2	1	6	1	0	0	0	6	8	6	0	3	1	47	55	4	0	2	2	0	0	0	2	0	21	0	1	0	11
"hsa-miR-578"	0	3	4	1	0	0	0	9	7	2	1	0	0	57	50	3	1	1	4	0	1	0	0	2	7	0	0	0	26
"hsa-miR-892a"	0	2	8	2	0	1	0	1	7	0	0	1	1	36	47	6	0	2	1	0	1	0	0	1	41	3	0	0	18
"hsa-miR-139-5p"	0	0	5	1	0	0	0	3	4	6	3	0	2	38	48	1	1	5	2	1	0	0	1	0	46	1	1	1	8
"hsa-miR-30a-5p"	0	1	4	1	0	0	0	6	10	3	1	1	1	58	59	5	0	3	1	0	0	0	0	1	15	1	0	0	7
"hsa-miR-30b-5p"	0	1	4	1	0	0	0	6	10	3	1	1	1	58	59	5	0	3	1	0	0	0	0	1	15	1	0	0	7
"hsa-miR-30c-5p"	0	1	4	1	0	0	0	6	10	3	1	1	1	58	59	5	0	3	1	0	0	0	0	1	15	1	0	0	7
"hsa-miR-30d-5p"	0	1	4	1	0	0	0	6	10	3	1	1	1	58	59	5	0	3	1	0	0	0	0	1	15	1	0	0	7
"hsa-miR-30e-5p"	0	1	4	1	0	0	0	6	10	3	1	1	1	58	59	5	0	3	1	0	0	0	0	1	15	1	0	0	7
"hsa-miR-320e"	0	0	6	0	0	0	1	4	2	2	1	0	2	40	38	3	0	4	3	0	0	0	1	0	43	3	3	0	22
"hsa-miR-4252"	0	3	4	1	1	1	1	4	9	1	0	1	1	55	33	5	0	1	0	0	0	1	1	0	40	2	2	0	11
"hsa-miR-4260"	0	2	6	0	0	0	0	4	5	1	0	1	2	53	34	8	0	3	6	0	0	1	2	1	36	0	1	1	11
"hsa-miR-4308"	1	1	7	1	1	0	0	3	11	2	1	1	0	50	30	7	0	1	5	1	0	0	0	5	38	0	0	0	12
"hsa-miR-499b-5p"	0	0	3	2	0	0	0	5	5	2	0	1	2	54	38	4	0	3	1	1	0	0	1	1	42	0	2	0	11
"hsa-miR-501-5p"	0	3	2	1	0	0	2	1	8	4	1	1	1	45	41	3	1	0	3	0	0	0	0	1	51	1	1	0	7
"hsa-miR-505-5p"	2	0	6	0	1	1	0	4	6	1	1	0	0	37	25	3	0	0	4	1	3	0	1	4	62	0	0	0	16
"hsa-miR-515-3p"	2	1	3	1	0	0	0	4	3	0	1	1	0	25	23	2	0	2	0	0	0	0	1	0	96	1	0	0	12
"hsa-miR-589-3p"	0	2	3	4	0	0	0	5	6	1	0	2	2	53	40	4	1	2	7	1	1	0	1	0	33	0	1	0	9
"hsa-miR-889"	1	0	2	2	1	0	0	2	9	1	1	0	0	45	74	1	0	5	2	2	1	0	0	1	10	1	1	0	16
"hsa-miR-939"	2	3	7	0	0	1	0	9	9	2	1	1	1	66	23	10	0	1	5	0	1	1	0	6	16	0	0	1	12
"hsa-miR-3153"	0	1	3	1	0	0	1	5	9	2	1	2	0	59	38	7	0	7	12	0	0	1	1	3	12	0	1	0	11
"hsa-miR-3157-5p"	0	1	2	0	0	0	0	3	4	3	0	1	1	48	25	4	0	0	1	0	1	0	0	0	67	0	1	0	15
"hsa-miR-362-5p"	1	2	4	1	1	0	1	3	7	4	1	0	1	35	36	3	1	1	3	0	0	0	0	1	54	0	1	1	15
"hsa-miR-3934"	0	2	3	1	1	1	0	2	10	5	0	0	0	45	21	4	1	2	4	0	1	0	0	7	52	1	0	0	14
"hsa-miR-4760-3p"	0	0	2	3	0	0	0	12	9	2	2	2	0	53	51	3	2	5	1	0	0	0	0	1	5	1	1	0	22
"hsa-miR-500b"	1	2	4	1	1	0	1	3	7	4	1	0	1	35	36	3	1	1	3	0	0	0	0	1	54	0	1	1	15
"hsa-miR-514a-5p"	1	3	5	3	0	0	0	4	4	1	0	1	1	46	41	6	0	3	1	0	1	2	0	0	41	0	2	0	11
"hsa-miR-647"	0	0	6	2	0	0	0	2	5	3	0	3	0	52	29	3	0	0	1	0	1	0	0	0	51	1	1	1	16
"hsa-miR-92a-2-5p"	0	1	7	1	0	0	0	8	5	1	1	1	1	48	25	5	1	4	5	1	1	0	2	9	34	0	0	1	15
"hsa-miR-16-2-3p"	1	0	2	0	0	0	0	10	13	2	0	3	0	49	60	0	0	4	2	1	0	0	0	1	8	1	1	0	18
"hsa-miR-195-3p"	1	0	2	0	0	0	0	10	13	2	0	3	0	49	60	0	0	4	2	1	0	0	0	1	8	1	1	0	18
"hsa-miR-199a-5p"	0	1	3	0	0	0	0	4	7	2	1	2	0	69	31	4	0	5	1	0	0	0	0	1	32	0	0	0	13
"hsa-miR-199b-5p"	0	1	3	0	0	0	0	4	7	2	1	2	0	69	31	4	0	5	1	0	0	0	0	1	32	0	0	0	13
"hsa-miR-3151"	0	1	6	0	0	0	0	5	6	1	1	1	2	56	28	7	1	5	5	1	1	0	3	7	24	0	1	1	13
"hsa-miR-3676-5p"	0	1	4	1	0	0	1	6	7	1	1	2	0	42	34	4	0	4	2	1	0	0	0	0	51	0	1	0	13
"hsa-miR-3677-5p"	0	1	10	0	0	0	0	3	4	2	0	2	1	62	23	6	0	1	1	0	0	0	0	0	45	1	0	0	14
"hsa-miR-4716-5p"	0	3	2	3	0	0	0	7	5	0	0	1	2	29	36	4	0	4	0	0	0	1	0	3	60	0	2	0	14
"hsa-miR-4726-5p"	0	2	5	2	0	0	0	3	3	2	0	3	0	60	19	2	0	2	0	0	0	1	0	1	52	0	1	0	18
"hsa-miR-5193"	0	8	7	1	1	0	0	6	6	1	0	4	0	43	30	7	0	1	4	1	0	0	2	2	30	1	3	1	17
"hsa-miR-122-5p"	0	0	4	2	0	0	0	2	3	0	0	1	0	33	24	3	0	0	6	0	0	0	0	2	82	0	0	0	13
"hsa-miR-2681-5p"	1	2	3	1	0	0	0	10	10	1	1	0	1	54	47	2	0	6	0	0	0	1	0	1	20	2	2	0	10
"hsa-miR-3120-5p"	0	0	3	5	0	0	0	7	5	3	0	1	0	39	36	3	1	1	1	0	0	0	1	1	51	1	2	1	13
"hsa-miR-3156-5p"	0	1	3	1	0	0	1	10	10	0	0	3	0	49	51	3	0	1	2	0	1	0	0	1	14	0	0	1	23
"hsa-miR-3667-3p"	0	0	3	3	0	0	1	7	0	2	1	3	0	48	48	5	0	1	6	0	0	0	0	1	22	2	2	0	20
"hsa-miR-4256"	0	6	1	2	0	1	0	3	6	2	0	0	0	46	35	3	0	2	1	0	0	0	2	1	45	0	1	0	18
"hsa-miR-4270"	1	2	3	2	0	1	0	1	6	2	1	2	0	69	39	3	0	1	4	0	0	1	0	3	18	0	2	1	13
"hsa-miR-4795-5p"	0	2	4	2	0	0	0	7	4	3	0	1	1	42	36	7	1	3	2	0	1	0	1	1	35	3	0	0	19
"hsa-miR-532-5p"	0	0	2	1	0	0	0	1	5	1	0	3	2	47	29	3	0	0	2	0	0	0	0	0	67	0	3	0	9
"hsa-miR-1208"	1	2	1	1	0	1	0	3	8	1	1	1	0	40	37	6	0	4	0	0	1	0	1	0	41	3	1	0	20
"hsa-miR-146a-5p"	0	2	5	2	0	0	0	1	1	1	1	2	0	39	39	7	0	7	6	1	1	0	0	0	35	0	2	0	22
"hsa-miR-146b-5p"	0	2	5	2	0	0	0	1	1	1	1	2	0	39	39	7	0	7	6	1	1	0	0	0	35	0	2	0	22
"hsa-miR-194-3p"	0	1	8	1	0	0	0	6	1	4	0	2	1	63	27	7	0	1	1	0	0	0	0	1	37	0	0	2	11
"hsa-miR-2392"	0	0	1	0	0	0	0	3	5	0	0	1	0	43	20	2	0	0	2	2	1	1	1	2	79	0	1	2	8
"hsa-miR-3074-5p"	0	1	1	4	0	0	0	1	7	5	0	1	0	48	25	4	0	1	6	0	0	0	0	3	56	0	1	0	10
"hsa-miR-3622b-5p"	2	1	2	1	0	0	0	3	3	2	1	1	2	40	28	2	0	1	2	1	0	0	0	0	67	0	0	1	14
"hsa-miR-3672"	0	1	4	0	0	0	0	4	3	2	0	1	1	44	38	4	0	4	2	0	1	0	0	0	51	0	0	1	13
"hsa-miR-4481"	0	1	9	2	0	0	0	5	3	1	0	0	0	38	19	6	0	0	3	0	1	0	0	1	71	0	1	2	11
"hsa-miR-4693-3p"	0	3	4	0	1	0	0	3	4	0	1	4	1	42	33	1	0	0	2	0	1	0	2	2	60	0	0	0	10
"hsa-miR-4735-5p"	0	0	3	0	1	0	1	8	12	1	1	2	0	48	56	3	0	3	0	2	0	0	0	1	16	2	0	0	14
"hsa-miR-4802-3p"	1	3	9	1	0	0	0	4	4	0	1	1	0	43	42	2	0	1	8	0	0	0	0	2	39	0	0	0	13
"hsa-miR-539-3p"	1	1	3	3	0	0	0	12	12	1	0	1	0	37	56	4	0	2	1	0	0	0	0	3	26	2	1	0	8
"hsa-miR-562"	0	0	4	1	0	0	0	8	13	3	1	1	0	31	39	2	1	3	2	0	0	0	0	1	55	0	1	0	8
"hsa-miR-573"	0	4	3	3	0	0	1	4	7	3	0	2	3	40	43	3	1	3	4	0	1	0	1	1	32	0	2	0	13
"hsa-miR-877-5p"	0	3	3	1	0	0	1	4	5	5	0	1	0	53	36	5	0	3	3	0	1	1	0	1	42	0	0	0	6
"hsa-miR-10a-3p"	0	0	0	3	0	0	1	15	10	2	0	1	0	43	40	1	1	2	1	0	0	0	1	3	15	3	3	0	28
"hsa-miR-193a-3p"	0	0	4	1	1	0	0	4	7	0	0	2	1	45	26	3	0	2	4	0	0	1	2	2	53	0	1	0	14
"hsa-miR-193b-3p"	0	0	4	1	1	0	0	4	7	0	0	2	1	45	26	3	0	2	4	0	0	1	2	2	53	0	1	0	14
"hsa-miR-197-3p"	0	2	4	1	0	0	0	4	7	2	0	1	0	36	23	6	0	4	2	0	0	1	0	1	63	0	1	0	15
"hsa-miR-2110"	0	3	4	0	0	0	0	5	7	1	1	2	2	65	29	7	0	4	11	0	0	2	0	3	17	0	0	1	9
"hsa-miR-3160-5p"	0	2	5	1	0	0	0	4	8	3	0	2	0	40	56	2	0	3	7	1	0	0	0	2	16	1	1	0	19
"hsa-miR-3185"	0	3	5	3	1	0	0	5	5	3	0	4	2	55	41	1	1	3	5	0	0	1	1	0	14	1	1	0	18
"hsa-miR-4257"	0	4	11	2	2	0	0	3	4	6	0	0	0	59	24	4	0	1	4	0	0	0	0	1	31	0	0	1	16
"hsa-miR-4446-3p"	0	1	7	4	1	1	0	2	3	2	0	3	0	73	24	3	0	2	3	0	3	0	0	3	7	0	2	1	28
"hsa-miR-4493"	0	2	5	1	1	0	0	2	5	1	3	2	0	54	41	1	0	1	5	0	1	1	0	2	18	1	3	1	22
"hsa-miR-4723-3p"	0	3	6	3	0	1	0	5	8	2	0	2	1	37	42	8	0	0	5	1	0	1	0	1	27	0	2	1	17
"hsa-miR-4744"	0	1	5	1	0	0	0	7	7	2	1	2	0	56	41	2	0	3	4	1	0	0	0	3	22	1	0	1	13
"hsa-miR-4773"	0	4	2	3	0	0	0	2	6	2	0	1	2	52	38	4	0	3	7	1	1	0	1	1	28	0	1	0	14
"hsa-miR-4798-3p"	0	1	4	1	0	0	1	1	6	0	1	4	0	35	34	1	0	2	0	0	0	0	0	2	68	1	0	0	11
"hsa-miR-888-5p"	0	2	8	1	0	1	0	5	9	2	0	1	0	44	41	4	0	2	0	0	0	0	0	5	33	1	1	0	13
"hsa-miR-1285-5p"	1	2	4	2	1	0	0	4	14	3	0	2	1	22	35	2	0	1	1	0	1	0	0	3	60	1	0	0	12
"hsa-miR-302c-5p"	0	0	3	0	0	0	0	2	16	3	0	0	1	47	65	3	0	7	2	0	0	0	0	1	11	2	1	0	8
"hsa-miR-3198"	0	0	4	1	1	1	0	1	2	1	0	2	0	35	22	3	0	2	6	0	0	0	0	1	78	0	0	0	12
"hsa-miR-4758-3p"	0	1	8	0	0	0	1	2	7	1	1	1	0	69	35	4	0	5	4	1	0	0	0	2	11	0	2	1	16
"hsa-miR-491-5p"	0	2	7	1	0	0	0	8	5	2	0	1	2	64	24	9	1	0	6	1	1	1	2	6	15	0	0	3	11
"hsa-miR-548av-5p"	0	0	5	2	0	0	2	6	9	3	1	1	1	47	43	3	1	4	2	0	0	0	0	1	33	1	0	0	7
"hsa-miR-548k"	0	0	5	2	0	0	2	6	9	3	1	1	1	47	43	3	1	4	2	0	0	0	0	1	33	1	0	0	7
"hsa-miR-5581-3p"	0	0	1	2	0	0	1	8	10	3	0	2	1	41	46	4	0	3	3	0	0	0	1	1	27	0	0	0	18
"hsa-miR-101-3p"	0	1	1	1	0	0	0	6	5	8	1	0	1	47	46	1	0	2	1	1	0	1	0	0	34	1	1	0	12
"hsa-miR-1237"	0	7	7	3	0	0	1	10	4	2	0	2	1	43	40	1	0	3	4	0	0	0	0	1	18	1	1	0	22
"hsa-miR-1914-3p"	0	1	6	2	0	1	0	7	6	2	0	0	0	68	34	6	0	5	3	0	1	2	0	3	15	0	1	0	8
"hsa-miR-3130-5p"	0	1	5	0	0	0	0	4	7	0	0	1	1	43	29	0	0	2	2	0	0	0	0	0	63	0	0	1	12
"hsa-miR-4318"	0	2	8	3	0	1	0	1	6	0	0	2	1	37	46	6	0	3	1	0	1	0	0	1	25	2	1	0	24
"hsa-miR-5004-5p"	0	1	3	5	0	1	0	2	5	3	0	5	1	65	33	2	0	3	5	1	0	0	0	2	8	0	0	1	25
"hsa-miR-516a-3p"	0	3	3	3	0	0	0	2	2	4	0	5	0	49	38	5	0	0	4	0	0	0	0	2	26	2	2	0	21
"hsa-miR-516b-3p"	0	3	3	3	0	0	0	2	2	4	0	5	0	49	38	5	0	0	4	0	0	0	0	2	26	2	2	0	21
"hsa-miR-767-5p"	0	0	6	0	1	0	0	2	6	3	1	1	0	48	26	4	0	1	0	0	0	0	0	1	53	0	1	0	17
"hsa-miR-1179"	0	2	0	1	0	1	0	2	7	1	0	1	0	40	35	3	0	2	0	0	0	0	0	2	54	2	2	0	15
"hsa-miR-1185-1-3p"	0	1	3	0	0	0	0	2	8	3	0	1	1	52	69	4	0	3	0	1	0	0	1	2	9	0	2	0	8
"hsa-miR-1185-2-3p"	0	1	3	0	0	0	0	2	8	3	0	1	1	52	69	4	0	3	0	1	0	0	1	2	9	0	2	0	8
"hsa-miR-1256"	0	1	2	1	0	1	0	5	4	1	0	1	2	31	30	4	0	1	0	2	0	0	0	0	65	0	0	0	19
"hsa-miR-3679-3p"	0	1	4	3	0	0	1	4	6	3	0	4	0	57	35	9	1	0	6	0	0	0	0	1	27	1	0	0	7
"hsa-miR-4426"	0	4	0	2	0	0	1	7	7	2	2	2	0	42	39	6	0	3	2	0	0	0	1	1	31	0	2	1	15
"hsa-miR-4495"	0	0	3	2	0	1	0	3	11	1	1	1	2	48	61	4	0	1	2	0	0	0	2	1	13	2	0	0	11
"hsa-miR-4518"	0	5	4	2	0	4	0	3	3	0	0	1	0	59	31	1	1	3	1	0	0	0	0	1	35	0	1	0	15
"hsa-miR-4647"	0	4	0	2	0	0	1	7	7	2	2	2	0	42	39	6	0	3	2	0	0	0	1	1	31	0	2	1	15
"hsa-miR-5192"	0	0	6	1	0	0	1	3	7	1	1	2	0	38	33	5	0	3	4	1	1	0	0	3	42	0	1	0	17
"hsa-miR-15a-5p"	1	2	8	3	0	0	0	4	3	5	0	3	2	54	25	2	0	6	1	1	1	1	2	2	23	0	2	0	18
"hsa-miR-15b-5p"	1	2	8	3	0	0	0	4	3	5	0	3	2	54	25	2	0	6	1	1	1	1	2	2	23	0	2	0	18
"hsa-miR-16-5p"	1	2	8	3	0	0	0	4	3	5	0	3	2	54	25	2	0	6	1	1	1	1	2	2	23	0	2	0	18
