	BreastCarcinoma(WTSI,UK)	Melanoma	Chronic lymphocytic leukaemia	Acute myeloid leukemia	Leukemia/T-ALL	T-cell ALL	BladderUrothelialCarcinoma(TCGA,US)	Myeloid leukemia	Hepatocellular carcinoma	GastricCancer(CCGC,CN)	Colorectal adenocarcinoma	LiverCancer(NCC,JP)	BreastInvasiveCarcinoma(TCGA,US)	Small cell lung cancer	Low_Grade_Glioma	Breast Cancer	RectumAdenocarcinoma(TCGA,US)	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Myeloma	Medulloblastoma	CervicalSquamousCellCarcinoma(TCGA,US)	Hypodiploid_ALL	MalignantMelanoma(WTSI,UK)	Prostate	ColonAdenocarcinoma(TCGA,US)	LiverCancer(RIKEN,JP)	ccRCC	Lung	UterineCorpusEndometrioidCarcinoma(TCGA,US)	ProstateCancer(OICR,CA)	Colorectal
hsa-miR-543	0.82875	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	2.88	-2.44	6.138	0.0	0.2	0.0	0.91	0.0	0.0	0.0	0.0	0.5	-4.81	-0.087	0.0	-3.25	0.0	-4.24	0.0	0.0	16.895	1.45	0.0
hsa-miR-544a	0.0	0.03	0.0	0.0	0.0	0.0	-0.58	0.0	0.0	3.27	1.08	0.983333333333	0.0	-0.01	0.06	-0.26	-0.77	-2.57	6.54	0.0	0.0	0.0	0.0	0.0	-0.36	3.18	-3.28	0.0	1.427	8.6	9.91	0.0
hsa-miR-544b	0.0	1.7	0.0	0.0	0.0	0.0	9.11	0.0	0.0	-0.12	0.94	-2.82	0.0	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.01	-0.14	7.41	0.0	-2.16	0.0	-0.51	0.0	-0.01	-4.38	-9.26333333333	0.0
hsa-miR-545-3p	1.105	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	-0.2	-19.07	0.0	2.08	0.0	1.8	1.27	0.0	0.0	0.0	-0.49	0.0	0.0	0.0	-0.47	3.345	-16.17	0.0	0.0	11.21	-4.45	0.0
hsa-miR-545-5p	-1.4	0.29	0.0	0.05	0.0	0.0	0.0	0.0	-0.01	-0.81	2.59	-0.33	0.0	-7.88	0.0	0.22	0.0	0.0	0.0	0.0	0.03	0.0	-0.1	0.0	-1.02	7.88	-1.323	0.0	-3.47	-1.9	-1.3	0.0
hsa-miR-548a-3p	14.44	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.94	0.19	0.526666666667	0.0	0.0	0.0	-3.27	0.04	0.0	0.0	0.0	-0.02	0.0	0.0	0.0	0.0	-3.92	24.05	0.0	0.52	-0.99	-1.69	0.0
hsa-miR-548a-5p	3.425	0.0	0.03	0.01	0.05	0.0	0.0	0.0	-0.03	0.04	-2.88	11.3	0.0	0.0	0.0	1.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.73	1.415	3.235	0.46	2.915	3.28	-2.84	0.0
hsa-miR-548aa	-1.36	-5.77	0.0	0.0	0.0	-0.01	0.0	0.0	0.0	2.5	-0.5	-21.9175	0.0	0.0	0.0	-2.53	0.0	0.0	0.0	0.0	-0.61	0.0	0.41	0.0	-3.87	0.37	-13.23	0.0	-2.77	1.5159	-1.36	0.0
hsa-miR-548ab	0.335	0.0	0.06	0.12	0.13	0.0	0.0	0.0	0.0	-0.19	-2.12	19.19	0.0	0.0	-0.45	0.17	0.0	0.0	0.0	0.0	-0.11	0.0	1.26	0.0	-10.91	0.75	-5.11	0.37	-5.1725	1.31	-1.95	0.0
hsa-miR-548ac	0.0	0.22	0.0	0.0	0.0	-0.03	-5.42	0.0	0.0	2.757	-10.83	-9.0577	0.0	0.0	0.0	-0.79	0.0	0.0	0.0	0.0	5.88	0.0	0.01	0.06	-4.62	-1.22	-19.7988	0.0	11.48	5.43	-21.545	0.0
hsa-miR-548ad	0.06	-0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.26	-3.86	0.0	0.0	0.0	-1.78	0.0	0.0	0.0	0.0	-14.57	0.0	-5.836	0.0	0.0	-0.11	24.3058333333	0.0	-4.16	-14.69	0.87	0.0
hsa-miR-548ae	0.0	1.3	0.0	0.0	0.0	0.0	0.02	0.0	0.0	-4.934	-9.75	-3.983	0.0	0.0	0.0	-7.359	0.0	0.0	0.0	0.0	-0.33	0.0	-0.17	0.07	-1.84	-5.54	-23.332	0.0	-0.88	0.26	1.073	0.0
hsa-miR-548ag	0.0	-0.04	0.0	0.0	0.14	0.0	0.0	0.0	0.0	2.91	-7.43	21.704	0.0	0.0	0.0	-0.03	0.0	0.0	0.0	0.0	0.36	0.79	0.0	0.0	0.0	-5.4	10.3483333333	0.0	0.0	7.99	-22.17	0.0
hsa-miR-548ah-3p	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	-0.06	-2.98	-0.455	-24.7399	0.0	0.0	0.0	-2.79	0.0	0.0	0.0	0.0	-1.307	0.0	-0.63	0.0	0.88	-5.74	4.6659	0.0	2.59	-1.13	-0.06	0.0
hsa-miR-548ah-5p	0.03	0.0	-0.23	0.0	0.03	0.0	-3.65	0.0	0.0	-0.01	-3.68	-6.51333333333	0.0	-0.02	0.0	-1.94	0.0	0.0	-0.1	0.0	1.52	0.0	-0.17	0.0	0.0	3.33	-1.85846153846	0.0	5.08	-3.09	-15.921	0.0
hsa-miR-548ai	0.0	0.02	0.0	0.0	0.137	0.0	0.0	0.0	0.0	1.47	1.24	15.0383333333	0.0	0.0	0.0	-0.02	0.0	0.0	0.0	0.0	4.02	-2.35	0.0	0.0	0.0	2.11	4.16833333333	0.0	-0.01	3.13	-16.4	0.0
hsa-miR-548aj-3p	-0.19	0.726	0.0	0.0	0.0	0.0	0.02	0.0	0.0	-1.04	-5.0525	-0.789666666667	0.0	0.0	0.0	-7.68	-0.07	0.0	0.0	0.0	0.25	0.0	-0.2	0.02	-0.81	-3.79	-16.985	0.22	-1.775	2.9	-3.757	0.0
hsa-miR-548aj-5p	-0.03	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.01	0.0	-0.07	-20.043	0.0	0.0	0.0	4.93	-0.05	0.0	0.0	0.0	-8.55	0.0	-0.11	0.0	0.61	-1.11	-13.35	0.0	2.34	-3.01	0.139	0.0
hsa-miR-548ak	-8.06	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.37	-0.1	15.97	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	-0.69	0.0	0.63	0.0	0.0	-6.48	7.34	-0.03	0.5325	-1.33	4.105	0.0
hsa-miR-548al	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-11.6	10.64	0.0	0.0	0.0	5.86	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	-31.26	-4.98	0.0	-0.24	3.36	0.0	0.0
hsa-miR-548am-3p	0.0	0.66	0.0	0.0	0.0	-0.01	0.0	0.0	-0.13	-2.55	-1.4675	-20.7505	0.0	0.0	0.0	-3.21	0.0	0.0	0.0	0.0	-1.367	0.0	-0.373	0.0	0.69	-5.9	3.64	0.0	1.95	-0.3	-1.55	0.0
hsa-miR-548am-5p	1.385	0.0	0.05	0.12	0.12	0.0	0.0	0.0	-0.01	-0.58	-0.41	9.54236666667	0.0	0.0	0.0	-1.03	0.0	0.0	0.0	0.0	-0.03	0.0	0.57	0.0	-10.42	0.77	-2.445	0.02	-0.8675	4.31	-3.12	0.0
hsa-miR-548an	-0.03	7.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.57	17.2661428571	0.0	0.01	0.0	-0.11	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.88	-4.213	0.0	-8.881784197e-16	-7.193	-0.16	0.0
hsa-miR-548ao-3p	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.1	-0.98	-14.14	0.0	0.0	-0.22	0.0	0.0	0.0	0.0	0.0	10.77	0.0	3.93	0.0	0.0	0.0	-15.58	0.0	11.89	1.23	-7.365	0.0
hsa-miR-548ao-5p	-4.11	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.14	-3.78	13.0816666667	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	-0.78	0.0	0.02	5.24	0.0	-0.69	8.23	0.0	0.0	-5.59	-0.0333333333333	0.0
hsa-miR-548ap-3p	-0.73	-5.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91	-1.21	-16.913	0.0	0.0	0.0	-2.82	0.0	0.0	0.0	0.0	-0.606666666667	0.0	1.1	0.0	-2.14	6.68	-13.126	0.0	-1.89	1.574	-3.21	0.0
hsa-miR-548ap-5p	0.06	0.0	0.38	0.09	0.13	0.0	0.0	0.0	-0.02	-0.06	-1.08	16.1533333333	0.0	0.0	0.0	1.42	0.0	0.0	0.0	0.0	-0.03	0.0	0.39	0.0	-7.41	0.79	-0.48	0.1	1.41	1.29	2.58	0.0
hsa-miR-548aq-3p	0.0	0.43	0.0	0.0	0.0	0.0	0.02	0.0	0.0	-2.68	-2.5955	-15.298	0.0	0.0	0.0	-6.609	0.0	0.0	0.0	0.0	0.14	0.0	-0.3	0.0	0.32	-4.2525	-5.721	0.0	-0.29	-0.23	-0.202	0.0
hsa-miR-548aq-5p	2.425	-0.135	0.0	0.09	0.0	0.0	0.0	0.0	-0.05	-0.86	0.26	1.27	0.0	0.0	0.0	-0.54	0.0	0.0	0.0	0.0	-8.881784197e-16	0.0	0.13	0.0	-10.21	0.21	-0.84	0.03	5.145	3.07	-8.07	0.0
hsa-miR-548ar-3p	4.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.01	-3.37	-0.13	10.29	0.0	0.0	0.0	-0.27	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	-2.03	-0.347	0.0	0.05	-0.4	3.61	0.0
hsa-miR-548ar-5p	2.785	0.0	0.08	0.06	0.07	0.0	0.0	0.0	-0.02	-0.14	-1.09	7.64666666667	0.0	0.0	0.02	2.39	0.0	0.0	0.0	0.0	-0.01	0.0	0.06	0.0	-11.01	1.36	-0.425	0.1	-1.635	4.07	5.02	0.0
hsa-miR-548as-3p	0.0	3.71	-0.01	0.0	0.0	0.0	0.0	0.0	0.0	11.87	3.21	-32.952	0.0	-0.14	0.0	-0.866	0.0	0.0	0.0	0.0	0.0	0.0	5.62	0.0	-3.1	6.92	14.877	0.0	-2.19	0.99	-15.4154	0.0
hsa-miR-548as-5p	2.11	0.0	0.17	0.12	0.12	0.0	0.0	0.0	-0.1	-0.09	-0.44	13.2	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	-0.05	0.0	0.28	0.0	-13.03	0.79	5.841	0.1	-2.37	3.1	-4.86	0.0
hsa-miR-548at-3p	0.0	-4.56	0.0	0.0	0.0	-0.25	0.0	0.0	0.0	3.294	3.13	1.098	0.0	0.0	0.0	-3.33	0.0	0.0	0.0	0.0	0.11	0.0	0.112857142857	0.0	1.4	8.9	3.07366666667	0.0	-0.4	1.44	3.44	0.0
hsa-miR-548at-5p	-0.43	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.09	-0.52	-0.21	1.14166666667	0.0	-0.11	-0.78	0.0	0.0	0.0	0.0	0.0	-0.08	0.0	0.0	0.0	0.04	0.11	-0.1555	13.45	-0.19	-4.57	1.98	0.0
hsa-miR-548au-3p	0.0	0.0	0.0	-1.05	0.0	0.0	0.0	0.0	0.0	-1.96	2.99	-4.1875	0.0	0.0	0.0	1.6	0.0	11.93	0.0	0.0	-0.01	0.0	0.0	0.0	5.26	0.0	7.56	-2.88	0.0	-11.823	-10.26	0.0
hsa-miR-548au-5p	0.53	0.0	0.05	0.07	0.09	0.0	0.0	0.0	0.0	-0.32	-0.82	25.03	0.0	0.0	0.0	2.36	0.0	0.0	0.0	0.0	-0.07	0.0	0.36	0.0	-11.11	1.04	-3.815	0.05	-0.635	4.86	3.5	0.0
hsa-miR-548av-3p	4.13	6.24	0.0	0.0	-0.12	0.0	0.0	0.0	0.0	3.59	6.88	2.016	0.0	0.1	0.0	-2.7	0.01	0.0	0.0	0.0	3.517	0.0	0.0	0.0	0.0	-2.05	9.87	0.0	0.18	-11.81	-0.1205	0.0
hsa-miR-548av-5p	-0.28	0.0	-0.08	0.0	0.0	0.0	0.0	0.0	-5.32	-0.26	-1.36	-3.26066666667	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	-0.01	0.0	0.02	0.0	-3.91	0.49	-8.66	0.0	-5.2875	5.664	-3.96	0.0
hsa-miR-548aw	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	-0.61	7.005	0.0	-0.87	0.0	7.73	0.73	0.0	0.0	0.0	-0.02	0.0	0.38	0.0	0.24	-7.94	5.044	0.0	-0.09	-14.61	-1.55	0.0
hsa-miR-548ax	-1.68	-1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.385	-1.2	11.99	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	5.19	0.0	0.0	0.11	0.0	11.55	9.15	0.09	0.01	-3.12	-6.81	0.0
hsa-miR-548b-3p	-0.01	0.0	0.0	0.0	0.0	0.0	0.0	-0.17	0.0	0.0	0.01	30.63	0.0	0.0	0.0	-1.02	0.0	0.0	0.0	0.0	-0.27	0.0	2.4	0.0	0.0	8.145	1.41	0.46	-0.06	-0.05	-2.68	0.0
hsa-miR-548b-5p	0.0	-2.71	0.72	0.12	0.14	0.0	0.0	0.0	0.0	0.05	0.63	8.26333333333	0.0	0.0	0.0	-2.12	0.0	0.0	0.0	0.0	-1.5	0.0	2.12	0.0	-15.78	0.03	15.82	0.02	2.1025	3.93	-6.33	0.0
hsa-miR-548c-3p	-0.01	-0.21	0.0	0.0	0.0	0.03	0.0	0.22	0.0	-3.13	6.7193	-24.0766666667	0.0	0.0	0.0	-3.0	0.16	0.0	0.0	0.0	1.56	0.0	-2.22044604925e-16	0.0	-0.446666666667	2.70033333333	-0.132666666667	0.0	-0.2	9.38466666667	14.583	0.0
hsa-miR-548c-5p	4.265	0.0	0.05	0.12	0.12	0.0	0.0	0.0	-0.01	-0.58	-0.41	3.18903333333	0.0	0.0	0.0	-1.03	0.0	0.0	0.0	0.0	-0.03	0.0	0.57	0.0	-10.42	0.77	15.53	0.02	2.175	4.31	-3.12	0.0
hsa-miR-548d-3p	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.43	-6.52	-18.8024	0.0	0.0	0.0	-0.21	0.0	0.0	0.0	0.0	0.69	0.0	-3.28	0.0	-2.799	5.29	-5.965	0.0	-1.32	3.18	2.456	0.0
hsa-miR-548d-5p	4.07	0.0	0.59	0.12	0.12	0.0	0.0	0.0	0.0	-1.95	-0.64	5.76	0.0	0.0	0.0	-1.87	0.0	0.0	0.0	0.0	-1.18	0.0	2.1	0.0	-11.81	0.24	6.21833333333	0.52	-2.2225	2.31	-1.09	0.0
hsa-miR-548e	2.76	0.01	0.0	0.0	-0.04	0.02	0.0	0.0	-0.01	-1.07	-4.41	9.55073333333	0.0	0.01	0.0	-7.77	0.0	0.0	0.0	0.0	2.99	0.0	-0.6	0.02	0.01	-2.12	32.03	0.0	-0.23	16.07	0.31	0.0
hsa-miR-548f	0.65	0.15	0.0	0.0	-1.02	0.0	0.0	0.0	-0.16	-3.236	8.0145	0.737	0.0	0.0	0.0	-3.92	1.12	0.0	0.0	0.0	2.25	0.0	-0.19	0.0	0.17	-6.812	15.5948	0.0	0.257	-13.1	-5.43	0.0
hsa-miR-548g-3p	0.01	0.06	0.0	0.0	-1.033	0.0	0.0	0.0	0.0	0.0	9.1	-1.31749	0.0	0.03	0.0	-0.56	0.15	0.0	0.0	0.0	2.19	0.0	-0.37	0.0	0.0	-1.1	21.4155714286	0.1	0.08	-10.85	9.21	0.0
hsa-miR-548g-5p	-0.03	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.01	0.0	-0.07	-23.698	0.0	0.0	0.0	4.93	-0.05	0.0	0.0	0.0	-8.55	0.0	-0.11	0.0	0.61	2.91	-13.53	0.0	2.34	-3.01	0.139	0.0
hsa-miR-548h-3p	0.0	0.05	0.0	0.0	0.0	0.22	-5.72	0.0	0.0	0.74	-3.9	0.6404	0.0	0.0	0.0	-3.66	0.0	0.0	0.0	0.0	3.94	0.0	-2.94	0.07	0.82	-2.26	-9.857	0.0	8.52	3.1	-19.767	0.0
hsa-miR-548h-5p	1.96	0.0	0.47	0.03	0.14	0.0	0.0	0.0	0.0	-0.06	-0.75	6.63	0.0	0.0	0.0	2.21	0.0	0.0	0.0	0.0	-2.12	0.0	0.18	0.0	-7.91	0.43	-0.965	0.0	-0.34	2.404	2.02	0.0
hsa-miR-548i	2.955	0.0	0.0	0.11	0.1	0.0	0.0	0.0	-0.12	-0.4	-3.16	9.38	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	-9.71	2.01	3.39	-0.09	-0.2925	2.9	-3.65	0.0
hsa-miR-548j	2.03	0.0	0.49	0.09	0.12	0.0	0.0	0.0	-0.01	-0.26	-4.11	13.65	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	-0.02	0.0	0.8	0.0	-11.01	0.08	-20.985	0.0	2.53	0.91	-4.31	0.0
hsa-miR-548k	2.565	0.05	0.0	0.0	0.0	0.0	0.0	0.0	-4.32	-0.45	-2.16	-0.569	0.0	0.0	0.0	-0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	-2.891	0.51	-14.73	0.0	-8.44	7.01	-3.62	0.0
hsa-miR-548l	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	-1.33	-0.55	-1.11	-4.285	0.0	0.0	0.0	4.75	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	-5.53	6.86	-4.74685714286	0.13	0.47	7.21	0.44	0.0
hsa-miR-548m	1.07	-1.02	0.0	0.0	-1.34233333333	0.0	0.0	0.0	0.0	0.65	0.11	3.105	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.24	2.5	0.0	0.12	12.64	-0.01	0.0
hsa-miR-548n	7.12	0.26	0.02	0.0	-0.17	0.0	0.17	0.0	0.0	0.01	-0.13	7.647	0.0	0.0	-0.02	-0.57	-0.13	0.0	0.0	0.0	-0.01	0.0	1.095	0.0	0.0	-8.55	18.2603333333	0.0	-3.775	-8.85	-2.48	0.0
hsa-miR-548o-3p	0.24	1.93	0.0	0.0	0.0	0.71	5.51	0.0	0.0	0.0	2.38	32.7633333333	0.0	0.05	0.0	-0.831	0.99	0.0	0.0	0.0	-6.25	0.0	0.0	0.0	-0.36	0.6	29.1299	0.11	0.4	0.75	-4.905	0.0
hsa-miR-548o-5p	1.385	0.0	0.05	0.12	0.12	0.0	0.0	0.0	-0.01	-0.58	-0.41	16.8190333333	0.0	0.0	0.0	-1.03	0.0	0.0	0.0	0.0	-0.03	0.0	0.57	0.0	-10.42	0.77	6.575	0.02	0.59	4.31	-3.12	0.0
hsa-miR-548p	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	-4.22	-0.58	4.963	0.0	-0.03	0.0	5.81666666667	-5.39	0.0	0.0	0.0	-5.01	0.0	0.0	0.0	5.8	-9.27	-11.2575	0.0	-3.5	-2.71	-0.08	0.0
hsa-miR-548q	0.0	0.0	0.0	0.0	-0.01	0.0	-2.03	0.0	0.0	1.94	2.33	-12.73	0.0	0.0	0.0	-0.83	0.0	0.05	0.0	0.0	-0.32	0.0	0.0	0.0	-9.98	9.75	-1.70411764706	0.0	2.54	4.23	0.31	0.0
hsa-miR-548s	-0.24	6.21	0.0	0.0	0.0	0.0	0.01	0.0	0.0	-8.781	-0.87	-0.48	0.0	0.34	0.0	-0.03	0.0	0.0	-6.7	0.0	0.05	0.0	0.0	0.0	4.13	0.0	-8.46	0.0	0.0	6.93	12.09	0.0
hsa-miR-548t-3p	-1.36	-5.77	0.0	0.0	0.0	-0.01	0.0	0.0	0.0	2.5	-0.5	-11.9333333333	0.0	0.0	0.0	-2.53	0.0	0.0	0.0	0.0	-0.61	0.0	0.41	0.0	-3.87	0.37	-13.23	0.0	-2.77	1.2809	-1.36	0.0
hsa-miR-548t-5p	-4.75	0.0	3.85	0.0	0.0	0.0	2.65	0.0	0.0	0.0	-2.04	-8.2	0.0	-1.13	0.0	-1.586	0.0	0.0	-0.21	0.0	0.05	0.0	1.19	0.54	0.0	-3.781	-16.9983333333	0.0	1.114	3.06	-10.87	0.0
hsa-miR-548u	0.0	-0.5	0.0	-3.9	0.36	0.0	0.13	0.0	0.0	2.14	1.249	-3.715	0.0	0.0	0.0	2.92	0.0	0.0	0.56	0.0	0.09	0.0	0.13	0.0	0.0	1.23	33.5192	-0.21	1.49	1.95	-3.58333333333	0.0
hsa-miR-548v	-0.64	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.04	-3.59	0.36	1.18	0.0	0.0	0.0	0.0	0.0	0.0	-0.22	0.0	-19.09	0.0	0.0	0.0	0.0	0.0	16.08	0.0	0.0	0.0	-7.53	0.0
hsa-miR-548w	-7.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.01	-0.55	0.14	-1.635	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	-0.42	0.0	0.1	0.0	0.0	-6.19	12.59	0.0	-0.045	1.283	2.815	0.0
hsa-miR-548x-3p	-0.19	1.26	0.0	0.0	0.0	0.0	0.02	0.0	0.0	-3.033	-6.3783	-6.703	0.0	0.0	0.0	-7.9234	-0.06	0.0	0.0	0.0	-0.3	0.0	-0.26	0.03	-1.12	-3.87	-13.31	0.13	-1.2925	2.93	-3.035	0.0
hsa-miR-548x-5p	-0.03	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.01	0.0	-0.07	-20.043	0.0	0.0	0.0	4.93	-0.05	0.0	0.0	0.0	-8.55	0.0	-0.113333333333	0.0	0.61	-1.11	-13.35	0.0	2.34	-3.01	0.139	0.0
hsa-miR-548y	0.04	0.0	0.14	0.01	0.13	0.0	0.0	0.0	-0.01	-1.28	1.49	2.52666666667	0.0	0.0	0.0	-4.3	0.0	0.0	0.0	0.0	-0.44	0.0	0.41	0.0	-9.11	0.01	-9.092	0.09	1.57	0.34	-9.69	0.0
hsa-miR-548z	0.0	0.05	0.0	0.0	0.0	0.22	-5.72	0.0	0.0	0.74	-3.9	-0.7316	0.0	0.0	0.0	-3.66	0.0	0.0	0.0	0.0	3.94	0.0	-2.94	0.07	0.82	-3.6275	-0.692	0.0	8.52	3.1	-19.767	0.0
hsa-miR-549	0.01	-1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25	0.0	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.01	0.0	0.0	-11.91	4.96	0.0	0.01	-4.48	-12.21	9.418
hsa-miR-550a-3-5p	0.0	0.0	0.0	-4.15	0.0	0.0	0.0	0.0	0.0	0.0	0.07	-17.43	0.0	0.0	0.05	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	5.83	41.75	0.0	0.0	6.09	13.63	0.35
hsa-miR-550a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.35	1.13	0.21	27.21	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8	0.0	0.03	0.0	-7.12	0.0	-0.02	-6.33	-9.61	0.0
hsa-miR-550a-5p	-0.03	0.0	0.0	-4.15	0.0	0.0	0.0	0.0	0.0	0.0	0.05	-37.355	0.0	0.0	0.01	1.13	0.0	0.0	0.0	0.0	0.0	0.0	-0.81	0.0	0.0	4.47	46.52	0.0	0.0	4.65	3.43	0.85
hsa-miR-550b-2-5p	0.0	0.0	0.0	0.0	-8.63	0.0	5.21	0.0	0.0	0.0	-8.32	29.18	0.0	-2.78	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	9.72	27.125	0.06	-0.46	7.79	-17.72	1.59
hsa-miR-550b-3p	6.19	-0.83	0.0	0.0	0.0	0.0	0.0	0.0	-0.02	-0.04	0.24	33.815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.94	0.06	0.0	0.0	-0.59	-0.05	0.0
hsa-miR-551a	0.0	0.0	0.0	0.0	0.0	0.0	-0.79	0.0	0.0	-3.56	0.0	14.768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.45	0.0	0.0	5.61	7.56	0.0
hsa-miR-551b-3p	0.0	0.0	0.0	0.0	0.0	0.0	3.32	0.0	0.0	-0.96	0.0	-1.82	0.0	0.0	0.0	-0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.5	0.0	0.0	9.84	0.0	0.0
hsa-miR-551b-5p	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	4.94	13.825	0.0	-0.02	0.0	0.01	0.0	0.0	0.0	0.0	0.0	1.5	-8.46	0.0	7.85	-4.53333333333	-8.3	0.0	0.02	1.28	2.42	0.2
hsa-miR-552	0.01	-1.11	0.0	0.0	0.0	0.0	0.61	0.0	0.0	-6.31	-1.42	-10.09	-6.23	0.0	0.0	-8.95	-0.09	0.0	0.0	2.87	-0.3	0.0	0.0	0.0	-2.48	1.59	-5.73333333333	0.0	0.0	5.74	-9.522	0.0
hsa-miR-553	0.0	-1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	-0.01	32.247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	16.74	0.0	-0.15	0.27	0.94	0.0
hsa-miR-554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05	-12.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.01	5.39	14.47	-3.41	0.0	0.4	3.65	0.0
hsa-miR-555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	-1.115	0.0	0.0	0.0	0.0	4.14	0.0	0.0	0.0	0.0	0.0	-0.07	0.0	-0.02	0.0	10.75	0.0	-12.31	4.88	1.99	0.0
hsa-miR-556-3p	0.0	-0.01	0.0	0.0	0.02	0.0	0.0	0.0	0.0	-3.98	1.96	-3.37958	0.0	0.0	0.0	-0.04	0.0	0.0	0.0	0.0	-1.46	0.0	3.42	0.0	0.0	22.225	33.9866666667	0.4	0.0	-0.23	-0.01	0.0
hsa-miR-556-5p	-0.02	0.13	0.0	0.0	0.0	-2.68	0.0	0.0	0.0	-1.13	1.0	-19.702	0.0	0.0	2.29	-0.06	0.0	0.0	0.02	0.0	0.0	0.0	0.01	0.0	0.0	-0.42	-26.886	0.0	-0.04	6.12	-2.936	0.0
hsa-miR-557	0.0	0.0	0.0	-0.01	0.257142857143	0.0	0.63	0.0	-0.01	0.0	0.0	15.75	0.0	0.0	0.0	-7.71	0.0	-1.45	0.0	0.0	0.0	0.0	0.0	0.0	-0.01	18.17	23.966	0.0	0.58	2.32	-30.37	-0.14
hsa-miR-5571-3p	-0.69	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.18	-6.76	-0.08	-16.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.86	0.0	0.0	0.0	0.0	0.57	-8.955	0.0	0.0	-4.4408920985e-16	-23.17	0.0
