	Genesymbol	miRNA	Cancertype	Targetsiteclass
87596	ARL11	hsa-miR-4494	ProstateCancer(OICR,CA)	Disrupted
87640	THBD	hsa-miR-518f-5p	LiverCancer(RIKEN,JP)	Disrupted
87693	FLCN	hsa-miR-92b-3p	ProstateCancer(OICR,CA)	Disrupted
87751	PML	hsa-miR-151a-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
87780	MBD4	hsa-miR-875-3p	LiverCancer(RIKEN,JP)	Disrupted
87811	CDKN1A	hsa-miR-452-3p	LiverCancer(NCC,JP)	Disrupted
87887	SMAD3	hsa-miR-3651	LiverCancer(RIKEN,JP)	Created
87888	SMAD3	hsa-miR-3651	LiverCancer(RIKEN,JP)	Created
87889	SMAD3	hsa-miR-3651	LiverCancer(RIKEN,JP)	Created
87890	SMAD3	hsa-miR-3651	LiverCancer(RIKEN,JP)	Created
88023	CDKN2A	hsa-miR-3683	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
88037	RASSF2	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Disrupted
88038	RASSF2	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Disrupted
88366	RASSF2	hsa-miR-3160-3p	LiverCancer(RIKEN,JP)	Disrupted
88367	RASSF2	hsa-miR-3160-3p	LiverCancer(RIKEN,JP)	Disrupted
88391	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
88392	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
88393	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
88394	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
88395	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
88396	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
88397	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
88398	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
88399	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
88408	RASSF5	hsa-miR-369-3p	LiverCancer(NCC,JP)	Disrupted
88454	TMEM127	hsa-miR-4433-3p	LiverCancer(RIKEN,JP)	Created
88455	TMEM127	hsa-miR-4433-3p	LiverCancer(RIKEN,JP)	Created
88465	CTDSPL	hsa-miR-1273a	LiverCancer(NCC,JP)	Created
88466	CTDSPL	hsa-miR-1273a	LiverCancer(NCC,JP)	Created
88471	MUC1	hsa-miR-377-5p	LiverCancer(NCC,JP)	Disrupted
88605	FOXP3	hsa-miR-25-5p	LiverCancer(NCC,JP)	Disrupted
88606	FOXP3	hsa-miR-25-5p	LiverCancer(NCC,JP)	Disrupted
88651	NKX3-1	hsa-miR-378c	LiverCancer(RIKEN,JP)	Disrupted
88652	NKX3-1	hsa-miR-378c	LiverCancer(RIKEN,JP)	Disrupted
88804	RASL10B	hsa-miR-548q	LiverCancer(RIKEN,JP)	Disrupted
88831	GTPBP4	hsa-miR-3120-3p	LiverCancer(NCC,JP)	Disrupted
88853	EEF1A1	hsa-miR-516a-3p	LiverCancer(RIKEN,JP)	Disrupted
88854	EEF1A1	hsa-miR-516b-3p	LiverCancer(RIKEN,JP)	Disrupted
88866	VCL	hsa-miR-141-3p	LiverCancer(RIKEN,JP)	Disrupted
88867	VCL	hsa-miR-141-3p	LiverCancer(RIKEN,JP)	Disrupted
88911	PHLPP2	hsa-miR-4524a-3p	ProstateCancer(OICR,CA)	Disrupted
88950	RASSF5	hsa-miR-5692b	LiverCancer(NCC,JP)	Disrupted
88951	RASSF5	hsa-miR-5692c	LiverCancer(NCC,JP)	Disrupted
88952	RASSF5	hsa-miR-5692b	LiverCancer(NCC,JP)	Disrupted
88953	RASSF5	hsa-miR-5692c	LiverCancer(NCC,JP)	Disrupted
88954	BLCAP	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
88955	BLCAP	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
88956	BLCAP	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
88957	BLCAP	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
88958	BLCAP	hsa-miR-499a-3p	LiverCancer(NCC,JP)	Disrupted
89123	TRIM13	hsa-miR-30c-5p	LiverCancer(NCC,JP)	Disrupted
89124	TRIM13	hsa-miR-30c-5p	LiverCancer(NCC,JP)	Disrupted
89125	TRIM13	hsa-miR-30c-5p	LiverCancer(NCC,JP)	Disrupted
89126	TRIM13	hsa-miR-30c-5p	LiverCancer(NCC,JP)	Disrupted
89214	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
89215	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
89216	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
89217	TCF7L2	hsa-miR-4472	PediatricBrainTumors(DKFZ,DE)	Disrupted
89231	HIPK2	hsa-miR-4478	LiverCancer(NCC,JP)	Disrupted
89246	AIMP1	hsa-miR-19b-2-5p	LiverCancer(NCC,JP)	Disrupted
89247	AIMP1	hsa-miR-19b-2-5p	LiverCancer(NCC,JP)	Disrupted
89248	AIMP1	hsa-miR-19b-2-5p	LiverCancer(NCC,JP)	Disrupted
89283	ERBB4	hsa-miR-4698	LiverCancer(RIKEN,JP)	Disrupted
89364	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
89365	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
89366	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
89367	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
89368	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
89369	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
89370	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
89371	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
89372	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
89394	SP100	hsa-miR-4432	LiverCancer(NCC,JP)	Disrupted
89395	SPRY2	hsa-miR-548aa	LiverCancer(NCC,JP)	Created
89396	SPRY2	hsa-miR-548t-3p	LiverCancer(NCC,JP)	Created
89417	ERRFI1	hsa-miR-3121-3p	LiverCancer(RIKEN,JP)	Disrupted
89469	ARL11	hsa-miR-3135b	ProstateCancer(OICR,CA)	Created
89495	MSH2	hsa-miR-3129-3p	LiverCancer(NCC,JP)	Created
89536	LIN9	hsa-miR-5580-3p	LiverCancer(RIKEN,JP)	Disrupted
89570	WNT5A	hsa-miR-4508	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
89571	WNT5A	hsa-miR-4508	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
89578	EEF1A1	hsa-miR-548ax	ProstateCancer(OICR,CA)	Disrupted
89579	EEF1A1	hsa-miR-548ax	ProstateCancer(OICR,CA)	Disrupted
89619	NR4A3	hsa-miR-5187-3p	LiverCancer(NCC,JP)	Disrupted
89672	RASSF5	hsa-miR-5692b	LiverCancer(NCC,JP)	Disrupted
89673	RASSF5	hsa-miR-5692c	LiverCancer(NCC,JP)	Disrupted
89764	ERBB4	hsa-miR-4698	LiverCancer(RIKEN,JP)	Disrupted
89858	GJA1	hsa-miR-548ar-3p	LiverCancer(NCC,JP)	Disrupted
89890	SASH1	hsa-miR-5692b	ProstateCancer(OICR,CA)	Disrupted
89928	TNFRSF10B	hsa-miR-4731-3p	LiverCancer(RIKEN,JP)	Disrupted
89929	TNFRSF10B	hsa-miR-4731-3p	LiverCancer(RIKEN,JP)	Disrupted
90046	OPCML	hsa-miR-548aa	LiverCancer(NCC,JP)	Disrupted
90047	OPCML	hsa-miR-548t-3p	LiverCancer(NCC,JP)	Disrupted
90048	OPCML	hsa-miR-548aa	LiverCancer(NCC,JP)	Disrupted
90049	OPCML	hsa-miR-548t-3p	LiverCancer(NCC,JP)	Disrupted
90089	OPCML	hsa-miR-548ap-3p	LiverCancer(NCC,JP)	Disrupted
90090	OPCML	hsa-miR-548ap-3p	LiverCancer(NCC,JP)	Disrupted
90095	PCDH10	hsa-miR-3686	LiverCancer(NCC,JP)	Created
90148	BLCAP	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
90149	BLCAP	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
90150	BLCAP	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
90151	BLCAP	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
90152	BLCAP	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
90172	XAF1	hsa-miR-219-1-3p	ProstateCancer(OICR,CA)	Disrupted
90173	XAF1	hsa-miR-219-1-3p	ProstateCancer(OICR,CA)	Disrupted
90186	THBD	hsa-miR-518d-5p	LiverCancer(RIKEN,JP)	Disrupted
90187	THBD	hsa-miR-520c-5p	LiverCancer(RIKEN,JP)	Disrupted
90188	THBD	hsa-miR-526a	LiverCancer(RIKEN,JP)	Disrupted
90191	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
90192	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
90193	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
90194	TCF7L2	hsa-miR-4447	PediatricBrainTumors(DKFZ,DE)	Disrupted
90279	CNTNAP2	hsa-miR-5047	LiverCancer(RIKEN,JP)	Disrupted
90431	YAP1	hsa-miR-5186	LiverCancer(RIKEN,JP)	Created
90432	YAP1	hsa-miR-5186	LiverCancer(RIKEN,JP)	Created
90433	YAP1	hsa-miR-5186	LiverCancer(RIKEN,JP)	Created
90434	YAP1	hsa-miR-5186	LiverCancer(RIKEN,JP)	Created
90454	WNT5A	hsa-miR-4781-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
90455	WNT5A	hsa-miR-4781-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
90510	ARID3B	hsa-miR-5584-5p	LiverCancer(NCC,JP)	Disrupted
90711	PEG3	hsa-miR-4320	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
90712	PEG3	hsa-miR-4320	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
90713	PEG3	hsa-miR-4320	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
90714	PEG3	hsa-miR-4320	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
90715	PEG3	hsa-miR-4320	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
90724	IGFBP5	hsa-miR-570-3p	ProstateCancer(OICR,CA)	Disrupted
90776	PML	hsa-miR-4459	ProstateCancer(OICR,CA)	Disrupted
90777	PML	hsa-miR-4459	ProstateCancer(OICR,CA)	Disrupted
90790	INTS6	hsa-miR-3606	LiverCancer(RIKEN,JP)	Disrupted
90791	INTS6	hsa-miR-3606	LiverCancer(RIKEN,JP)	Disrupted
90900	STARD13	hsa-miR-185-5p	LiverCancer(RIKEN,JP)	Disrupted
90901	STARD13	hsa-miR-185-5p	LiverCancer(RIKEN,JP)	Disrupted
90902	STARD13	hsa-miR-185-5p	LiverCancer(RIKEN,JP)	Disrupted
90903	STARD13	hsa-miR-185-5p	LiverCancer(RIKEN,JP)	Disrupted
90913	TGFBR3	hsa-miR-4795-3p	LiverCancer(RIKEN,JP)	Disrupted
90914	TGFBR3	hsa-miR-4795-3p	LiverCancer(RIKEN,JP)	Disrupted
90915	TGFBR3	hsa-miR-4795-3p	LiverCancer(RIKEN,JP)	Disrupted
91054	SPTBN1	hsa-miR-526b-5p	LiverCancer(NCC,JP)	Disrupted
91086	SMAD2	hsa-miR-1	LiverCancer(RIKEN,JP)	Disrupted
91087	SMAD2	hsa-miR-1	LiverCancer(RIKEN,JP)	Disrupted
91135	XAF1	hsa-miR-1272	ProstateCancer(OICR,CA)	Disrupted
91136	XAF1	hsa-miR-1272	ProstateCancer(OICR,CA)	Disrupted
91190	CDKN2A	hsa-miR-4268	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
91200	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91201	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91202	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91203	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91204	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91205	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91206	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91220	CEBPA	hsa-miR-506-3p	LiverCancer(RIKEN,JP)	Disrupted
91245	KRIT1	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
91246	KRIT1	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
91247	KRIT1	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
91248	KRIT1	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
91249	KRIT1	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
91254	DAB2IP	hsa-miR-532-3p	LiverCancer(RIKEN,JP)	Disrupted
91255	SMAD2	hsa-miR-613	LiverCancer(RIKEN,JP)	Disrupted
91330	WDR11	hsa-miR-590-3p	LiverCancer(NCC,JP)	Disrupted
91371	RHOBTB2	hsa-miR-3200-5p	LiverCancer(NCC,JP)	Disrupted
91372	RHOBTB2	hsa-miR-3200-5p	LiverCancer(NCC,JP)	Disrupted
91373	RHOBTB2	hsa-miR-3200-5p	LiverCancer(NCC,JP)	Disrupted
91377	TTC4	hsa-miR-1306-5p	LiverCancer(NCC,JP)	Disrupted
91411	FOXP1	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Disrupted
91412	FOXP1	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Disrupted
91413	FOXP1	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Disrupted
91414	FOXP1	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Disrupted
91415	FOXP1	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Disrupted
91416	FOXP1	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Disrupted
91417	FOXP1	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Disrupted
91418	FOXP1	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Disrupted
91419	GLTSCR1	hsa-miR-423-5p	LiverCancer(RIKEN,JP)	Disrupted
91609	TMEM127	hsa-miR-320e	LiverCancer(RIKEN,JP)	Disrupted
91610	TMEM127	hsa-miR-320e	LiverCancer(RIKEN,JP)	Disrupted
91664	STARD13	hsa-miR-4306	LiverCancer(RIKEN,JP)	Disrupted
91665	STARD13	hsa-miR-4306	LiverCancer(RIKEN,JP)	Disrupted
91666	STARD13	hsa-miR-4306	LiverCancer(RIKEN,JP)	Disrupted
91667	STARD13	hsa-miR-4306	LiverCancer(RIKEN,JP)	Disrupted
91775	TSC22D1	hsa-miR-3689a-5p	LiverCancer(NCC,JP)	Disrupted
91776	TSC22D1	hsa-miR-3689b-5p	LiverCancer(NCC,JP)	Disrupted
91777	TSC22D1	hsa-miR-3689e	LiverCancer(NCC,JP)	Disrupted
91778	TSC22D1	hsa-miR-3689a-5p	LiverCancer(NCC,JP)	Disrupted
91779	TSC22D1	hsa-miR-3689b-5p	LiverCancer(NCC,JP)	Disrupted
91780	TSC22D1	hsa-miR-3689e	LiverCancer(NCC,JP)	Disrupted
91781	TSC22D1	hsa-miR-3689a-5p	LiverCancer(NCC,JP)	Disrupted
91782	TSC22D1	hsa-miR-3689b-5p	LiverCancer(NCC,JP)	Disrupted
91783	TSC22D1	hsa-miR-3689e	LiverCancer(NCC,JP)	Disrupted
91784	TSC22D1	hsa-miR-3689a-5p	LiverCancer(NCC,JP)	Disrupted
91785	TSC22D1	hsa-miR-3689b-5p	LiverCancer(NCC,JP)	Disrupted
91786	TSC22D1	hsa-miR-3689e	LiverCancer(NCC,JP)	Disrupted
91795	AIMP1	hsa-miR-19a-5p	LiverCancer(NCC,JP)	Disrupted
91796	AIMP1	hsa-miR-19a-5p	LiverCancer(NCC,JP)	Disrupted
91797	AIMP1	hsa-miR-19a-5p	LiverCancer(NCC,JP)	Disrupted
91811	TP53	hsa-miR-4725-5p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
91812	TP53	hsa-miR-4725-5p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
91813	TP53	hsa-miR-4725-5p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
91814	TP53	hsa-miR-4725-5p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
91852	SMAD2	hsa-miR-613	LiverCancer(RIKEN,JP)	Disrupted
91973	AKAP12	hsa-miR-4792	ProstateCancer(OICR,CA)	Disrupted
91974	AKAP12	hsa-miR-4792	ProstateCancer(OICR,CA)	Disrupted
91977	CABLES2	hsa-miR-3179	LiverCancer(RIKEN,JP)	Disrupted
91996	CREBBP	hsa-miR-4258	LiverCancer(NCC,JP)	Disrupted
91997	CREBBP	hsa-miR-4258	LiverCancer(NCC,JP)	Disrupted
92024	GJA1	hsa-let-7g-3p	LiverCancer(NCC,JP)	Disrupted
92027	CUL2	hsa-miR-323a-5p	LiverCancer(NCC,JP)	Disrupted
92028	CUL2	hsa-miR-323a-5p	LiverCancer(NCC,JP)	Disrupted
92029	CUL2	hsa-miR-323a-5p	LiverCancer(NCC,JP)	Disrupted
92030	CUL2	hsa-miR-323a-5p	LiverCancer(NCC,JP)	Disrupted
92103	SMAD2	hsa-miR-613	LiverCancer(RIKEN,JP)	Disrupted
92179	UBE4B	hsa-miR-5692a	LiverCancer(RIKEN,JP)	Disrupted
92191	NGFR	hsa-miR-4326	LiverCancer(NCC,JP)	Disrupted
92313	MAP2K4	hsa-miR-4736	ProstateCancer(OICR,CA)	Disrupted
92320	XAF1	hsa-miR-450b-5p	ProstateCancer(OICR,CA)	Disrupted
92321	XAF1	hsa-miR-450b-5p	ProstateCancer(OICR,CA)	Disrupted
92360	HPGD	hsa-miR-4658	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
92382	GJB2	hsa-miR-4425	LiverCancer(NCC,JP)	Disrupted
92459	RECK	hsa-miR-548h-3p	LiverCancer(NCC,JP)	Disrupted
92460	RECK	hsa-miR-548z	LiverCancer(NCC,JP)	Disrupted
92467	SPRY2	hsa-miR-548as-3p	LiverCancer(NCC,JP)	Created
92499	SOCS3	hsa-miR-103a-2-5p	LiverCancer(NCC,JP)	Disrupted
92500	SOCS3	hsa-miR-578	LiverCancer(NCC,JP)	Disrupted
92515	HPGD	hsa-miR-29a-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
92516	HPGD	hsa-miR-29b-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
92517	HPGD	hsa-miR-29c-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
92557	OPCML	hsa-miR-5588-5p	LiverCancer(NCC,JP)	Disrupted
92558	OPCML	hsa-miR-5588-5p	LiverCancer(NCC,JP)	Disrupted
92575	HTRA3	hsa-miR-5581-3p	LiverCancer(RIKEN,JP)	Disrupted
92625	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
92626	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
92627	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
92628	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
92629	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
92630	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
92668	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
92669	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
92670	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
92876	NDN	hsa-miR-548t-5p	LiverCancer(NCC,JP)	Created
92892	MXI1	hsa-miR-607	LiverCancer(RIKEN,JP)	Disrupted
92893	MXI1	hsa-miR-607	LiverCancer(RIKEN,JP)	Disrupted
92894	MXI1	hsa-miR-607	LiverCancer(RIKEN,JP)	Disrupted
92899	IL17RD	hsa-miR-4524a-3p	LiverCancer(RIKEN,JP)	Disrupted
92933	EPB41	hsa-miR-1285-3p	ProstateCancer(OICR,CA)	Created
92934	EPB41	hsa-miR-1285-3p	ProstateCancer(OICR,CA)	Created
92935	EPB41	hsa-miR-1285-3p	ProstateCancer(OICR,CA)	Created
92936	EPB41	hsa-miR-1285-3p	ProstateCancer(OICR,CA)	Created
92937	EPB41	hsa-miR-1285-3p	ProstateCancer(OICR,CA)	Created
92986	FOXP3	hsa-miR-658	LiverCancer(NCC,JP)	Disrupted
92987	FOXP3	hsa-miR-658	LiverCancer(NCC,JP)	Disrupted
93006	NGFR	hsa-miR-632	ProstateCancer(OICR,CA)	Disrupted
93023	THRB	hsa-miR-3918	LiverCancer(RIKEN,JP)	Disrupted
93024	THRB	hsa-miR-3918	LiverCancer(RIKEN,JP)	Disrupted
93025	THRB	hsa-miR-3918	LiverCancer(RIKEN,JP)	Disrupted
93026	THRB	hsa-miR-3918	LiverCancer(RIKEN,JP)	Disrupted
93050	TSC22D1	hsa-miR-3689f	LiverCancer(NCC,JP)	Disrupted
93051	TSC22D1	hsa-miR-3689f	LiverCancer(NCC,JP)	Disrupted
93052	TSC22D1	hsa-miR-3689a-5p	LiverCancer(NCC,JP)	Disrupted
93053	TSC22D1	hsa-miR-3689b-5p	LiverCancer(NCC,JP)	Disrupted
93054	TSC22D1	hsa-miR-3689e	LiverCancer(NCC,JP)	Disrupted
93055	TSC22D1	hsa-miR-3689f	LiverCancer(NCC,JP)	Disrupted
93056	TSC22D1	hsa-miR-3689f	LiverCancer(NCC,JP)	Disrupted
93057	TSC22D1	hsa-miR-3689f	LiverCancer(NCC,JP)	Disrupted
93084	CHEK1	hsa-miR-4768-3p	ProstateCancer(OICR,CA)	Disrupted
93158	TCF7L2	hsa-miR-561-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93159	TCF7L2	hsa-miR-561-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93160	TCF7L2	hsa-miR-561-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93161	TCF7L2	hsa-miR-561-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93162	TCF7L2	hsa-miR-561-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93163	TCF7L2	hsa-miR-561-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93164	TCF7L2	hsa-miR-561-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93165	TCF7L2	hsa-miR-561-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93166	TCF7L2	hsa-miR-561-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93195	HPGD	hsa-miR-5682	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
93207	VCL	hsa-miR-200a-3p	LiverCancer(RIKEN,JP)	Disrupted
93208	VCL	hsa-miR-200a-3p	LiverCancer(RIKEN,JP)	Disrupted
93277	VCL	hsa-miR-18a-3p	LiverCancer(RIKEN,JP)	Disrupted
93278	VCL	hsa-miR-18a-3p	LiverCancer(RIKEN,JP)	Disrupted
93306	NGFR	hsa-miR-147a	ProstateCancer(OICR,CA)	Created
93373	RBL2	hsa-miR-1260b	ColonAdenocarcinoma(TCGA,US)	Created
93389	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93390	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93391	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93392	TCF7L2	hsa-miR-92a-2-5p	PediatricBrainTumors(DKFZ,DE)	Disrupted
93469	THBD	hsa-miR-518e-5p	LiverCancer(RIKEN,JP)	Disrupted
93470	THBD	hsa-miR-519a-5p	LiverCancer(RIKEN,JP)	Disrupted
93471	THBD	hsa-miR-519b-5p	LiverCancer(RIKEN,JP)	Disrupted
93472	THBD	hsa-miR-519c-5p	LiverCancer(RIKEN,JP)	Disrupted
93473	THBD	hsa-miR-522-5p	LiverCancer(RIKEN,JP)	Disrupted
93474	THBD	hsa-miR-523-5p	LiverCancer(RIKEN,JP)	Disrupted
93491	APAF1	hsa-miR-4474-5p	ProstateCancer(OICR,CA)	Disrupted
93492	APAF1	hsa-miR-4474-5p	ProstateCancer(OICR,CA)	Disrupted
93493	APAF1	hsa-miR-4474-5p	ProstateCancer(OICR,CA)	Disrupted
93508	SOCS3	hsa-miR-218-5p	LiverCancer(NCC,JP)	Disrupted
93523	PPP2R1B	hsa-miR-4521	LiverCancer(RIKEN,JP)	Disrupted
93524	PPP2R1B	hsa-miR-4521	LiverCancer(RIKEN,JP)	Disrupted
93525	PPP2R1B	hsa-miR-4521	LiverCancer(RIKEN,JP)	Disrupted
93637	CAV2	hsa-miR-1	ProstateCancer(OICR,CA)	Disrupted
93638	CAV2	hsa-miR-1	ProstateCancer(OICR,CA)	Disrupted
93639	CAV2	hsa-miR-1	ProstateCancer(OICR,CA)	Disrupted
93643	POU2F3	hsa-miR-4293	ProstateCancer(OICR,CA)	Disrupted
93644	POU2F3	hsa-miR-4293	ProstateCancer(OICR,CA)	Disrupted
93715	TP53	hsa-miR-504	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
93716	TP53	hsa-miR-504	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
93717	TP53	hsa-miR-504	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
93718	TP53	hsa-miR-504	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
93722	XAF1	hsa-miR-4781-3p	ProstateCancer(OICR,CA)	Disrupted
93723	XAF1	hsa-miR-4781-3p	ProstateCancer(OICR,CA)	Disrupted
93759	HPGD	hsa-miR-3659	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
93792	ASCL1	hsa-miR-4733-3p	LiverCancer(NCC,JP)	Disrupted
93807	CAV2	hsa-miR-1	ProstateCancer(OICR,CA)	Disrupted
93809	PHLPP2	hsa-miR-4329	ProstateCancer(OICR,CA)	Disrupted
93981	TP63	hsa-miR-574-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
93982	TP63	hsa-miR-574-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
93986	LITAF	hsa-miR-298	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
94016	FOXP3	hsa-miR-3196	LiverCancer(NCC,JP)	Disrupted
94017	FOXP3	hsa-miR-3196	LiverCancer(NCC,JP)	Disrupted
94077	KLK10	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
94078	KLK10	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
94079	KLK10	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
94101	KCNRG	hsa-miR-330-3p	LiverCancer(NCC,JP)	Disrupted
