	Genesymbol	miRNA	Targetsiteclass	Cancertype	Genetype
4151	GPSM2	hsa-miR-523-3p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
4152	LPHN2	hsa-miR-3135b	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
4153	MYH14	hsa-miR-1538	Created	LiverCancer(NCC,JP)	Oncogene
4154	ACACA	hsa-miR-16-2-3p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
4155	ACACA	hsa-miR-16-2-3p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
4156	ACACA	hsa-miR-16-2-3p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
4157	ACACA	hsa-miR-16-2-3p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
4158	ACACA	hsa-miR-16-2-3p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
4159	KEAP1	hsa-miR-4745-5p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
4160	KEAP1	hsa-miR-4745-5p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
4161	CDKN2A	hsa-miR-1273c	Disrupted	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
4162	MYD88	hsa-miR-92a-1-5p	Disrupted	LiverCancer(NCC,JP)	Not Classified
4163	PIK3R3	hsa-miR-1911-3p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
4164	NSD1	hsa-miR-377-5p	Disrupted	Hypodiploid_ALL	Tumor Suppressor Gene
4165	NSD1	hsa-miR-377-5p	Disrupted	Hypodiploid_ALL	Tumor Suppressor Gene
4166	RB1	hsa-miR-1912	Disrupted	Hypodiploid_ALL	Tumor Suppressor Gene
4167	RB1	hsa-miR-1295b-5p	Disrupted	Hypodiploid_ALL	Tumor Suppressor Gene
4168	SYNCRIP	hsa-miR-589-3p	Created	Hypodiploid_ALL	Not Classified
4169	SYNCRIP	hsa-miR-589-3p	Created	Hypodiploid_ALL	Not Classified
4170	SYNCRIP	hsa-miR-589-3p	Created	Hypodiploid_ALL	Not Classified
4171	SYNCRIP	hsa-miR-589-3p	Created	Hypodiploid_ALL	Not Classified
4172	SYNCRIP	hsa-miR-589-3p	Created	Hypodiploid_ALL	Not Classified
4173	WNT5A	hsa-miR-616-3p	Disrupted	Hypodiploid_ALL	Oncogene
4174	WNT5A	hsa-miR-616-3p	Disrupted	Hypodiploid_ALL	Oncogene
4175	PSIP1	hsa-miR-627	Created	Pancreatic	Tumor Suppressor Gene
4176	IRS2	hsa-miR-3145-3p	Created	Pancreatic	Tumor Suppressor Gene
4177	IRS2	hsa-miR-4768-5p	Created	Pancreatic	Tumor Suppressor Gene
4178	PSIP1	hsa-miR-1233	Disrupted	Pancreatic	Tumor Suppressor Gene
4179	PSIP1	hsa-miR-1225-3p	Disrupted	Pancreatic	Tumor Suppressor Gene
4180	AKT3	hsa-miR-4738-3p	Created	Melanoma	Oncogene
4181	AKT3	hsa-miR-5003-3p	Disrupted	Melanoma	Oncogene
4182	FGFR1	hsa-miR-4695-5p	Created	Leukemia/T-ALL	Not Classified
4183	FGFR1	hsa-miR-4476	Disrupted	Leukemia/T-ALL	Not Classified
4184	FGFR1	hsa-miR-509-3-5p	Disrupted	Leukemia/T-ALL	Not Classified
4185	FGFR1	hsa-miR-509-3-5p	Disrupted	Leukemia/T-ALL	Not Classified
4186	VHL	hsa-miR-3646	Disrupted	Leukemia/T-ALL	Tumor Suppressor Gene
4187	STK11	hsa-miR-5190	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4188	FGFR1	hsa-miR-509-5p	Disrupted	Leukemia/T-ALL	Not Classified
4189	TP53	hsa-miR-4487	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4190	FGFR1	hsa-miR-4703-5p	Created	Leukemia/T-ALL	Not Classified
4191	FGFR1	hsa-miR-4703-5p	Created	Leukemia/T-ALL	Not Classified
4192	FGFR1	hsa-miR-4703-5p	Created	Leukemia/T-ALL	Not Classified
4193	FGFR1	hsa-miR-4703-5p	Created	Leukemia/T-ALL	Not Classified
4194	FGFR1	hsa-miR-4703-5p	Created	Leukemia/T-ALL	Not Classified
4195	FGFR1	hsa-miR-4703-5p	Created	Leukemia/T-ALL	Not Classified
4196	FGFR1	hsa-miR-4703-5p	Created	Leukemia/T-ALL	Not Classified
4197	FGFR1	hsa-miR-4703-5p	Created	Leukemia/T-ALL	Not Classified
4198	FGFR1	hsa-miR-4703-5p	Created	Leukemia/T-ALL	Not Classified
4199	PIK3R1	hsa-miR-1207-3p	Disrupted	Leukemia/T-ALL	Tumor Suppressor Gene
4200	SMARCB1	hsa-miR-3670	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4201	SMARCB1	hsa-miR-3670	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4202	SMARCB1	hsa-miR-4633-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4203	SMARCB1	hsa-miR-4633-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4204	STK11	hsa-miR-4507	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4205	FGFR1	hsa-miR-4519	Disrupted	Leukemia/T-ALL	Not Classified
4206	FGFR1	hsa-miR-18a-3p	Disrupted	Leukemia/T-ALL	Not Classified
4207	STK11	hsa-miR-4304	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4208	RET	hsa-miR-599	Created	Leukemia/T-ALL	Oncogene
4209	FGFR1	hsa-miR-4476	Disrupted	Leukemia/T-ALL	Not Classified
4210	MAP2K4	hsa-miR-375	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4211	FGFR1	hsa-miR-3908	Created	Leukemia/T-ALL	Not Classified
4212	FGFR1	hsa-miR-141-3p	Disrupted	Leukemia/T-ALL	Not Classified
4213	FGFR1	hsa-miR-186-3p	Created	Leukemia/T-ALL	Not Classified
4214	FGFR1	hsa-miR-186-3p	Created	Leukemia/T-ALL	Not Classified
4215	FGFR1	hsa-miR-186-3p	Created	Leukemia/T-ALL	Not Classified
4216	FGFR1	hsa-miR-186-3p	Created	Leukemia/T-ALL	Not Classified
4217	FGFR1	hsa-miR-186-3p	Created	Leukemia/T-ALL	Not Classified
4218	FGFR1	hsa-miR-186-3p	Created	Leukemia/T-ALL	Not Classified
4219	FGFR1	hsa-miR-186-3p	Created	Leukemia/T-ALL	Not Classified
4220	FGFR1	hsa-miR-186-3p	Created	Leukemia/T-ALL	Not Classified
4221	FGFR1	hsa-miR-186-3p	Created	Leukemia/T-ALL	Not Classified
4222	FGFR1	hsa-miR-875-5p	Created	Leukemia/T-ALL	Not Classified
4223	FGFR1	hsa-miR-875-5p	Created	Leukemia/T-ALL	Not Classified
4224	FGFR1	hsa-miR-875-5p	Created	Leukemia/T-ALL	Not Classified
4225	FGFR1	hsa-miR-875-5p	Created	Leukemia/T-ALL	Not Classified
4226	FGFR1	hsa-miR-875-5p	Created	Leukemia/T-ALL	Not Classified
4227	FGFR1	hsa-miR-875-5p	Created	Leukemia/T-ALL	Not Classified
4228	FGFR1	hsa-miR-875-5p	Created	Leukemia/T-ALL	Not Classified
4229	FGFR1	hsa-miR-875-5p	Created	Leukemia/T-ALL	Not Classified
4230	FGFR1	hsa-miR-875-5p	Created	Leukemia/T-ALL	Not Classified
4231	EGFR	hsa-miR-23c	Created	Leukemia/T-ALL	Oncogene
4232	FGFR1	hsa-miR-4266	Created	Leukemia/T-ALL	Not Classified
4233	FGFR1	hsa-miR-4266	Created	Leukemia/T-ALL	Not Classified
4234	FGFR1	hsa-miR-4266	Created	Leukemia/T-ALL	Not Classified
4235	FGFR1	hsa-miR-4266	Created	Leukemia/T-ALL	Not Classified
4236	FGFR1	hsa-miR-4266	Created	Leukemia/T-ALL	Not Classified
4237	FGFR1	hsa-miR-4266	Created	Leukemia/T-ALL	Not Classified
4238	FGFR1	hsa-miR-4266	Created	Leukemia/T-ALL	Not Classified
4239	FGFR1	hsa-miR-4266	Created	Leukemia/T-ALL	Not Classified
4240	FGFR1	hsa-miR-4266	Created	Leukemia/T-ALL	Not Classified
4241	EGFR	hsa-miR-491-5p	Disrupted	Leukemia/T-ALL	Oncogene
4242	STK11	hsa-miR-5092	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4243	FGFR2	hsa-miR-425-5p	Created	Leukemia/T-ALL	Oncogene
4244	FGFR2	hsa-miR-3117-5p	Created	Leukemia/T-ALL	Oncogene
4245	FGFR2	hsa-miR-3117-5p	Created	Leukemia/T-ALL	Oncogene
4246	FGFR2	hsa-miR-3117-5p	Created	Leukemia/T-ALL	Oncogene
4247	FGFR2	hsa-miR-3117-5p	Created	Leukemia/T-ALL	Oncogene
4248	FGFR2	hsa-miR-3117-5p	Created	Leukemia/T-ALL	Oncogene
4249	FGFR2	hsa-miR-3117-5p	Created	Leukemia/T-ALL	Oncogene
4250	FGFR2	hsa-miR-3117-5p	Created	Leukemia/T-ALL	Oncogene
4251	KIT	hsa-miR-129-5p	Created	Leukemia/T-ALL	Oncogene
4252	KIT	hsa-miR-129-5p	Created	Leukemia/T-ALL	Oncogene
4253	TP53	hsa-miR-4487	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4254	TP53	hsa-miR-4700-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4255	TP53	hsa-miR-4487	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4256	TP53	hsa-miR-4700-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4257	TP53	hsa-miR-4487	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4258	TP53	hsa-miR-4700-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4259	TP53	hsa-miR-4487	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4260	TP53	hsa-miR-4700-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4261	TP53	hsa-miR-4700-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4262	TP53	hsa-miR-4487	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4263	TP53	hsa-miR-4700-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4264	TP53	hsa-miR-4487	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4265	TP53	hsa-miR-4700-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4266	TP53	hsa-miR-4487	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4267	TP53	hsa-miR-4700-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4268	VHL	hsa-miR-5572	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4269	VHL	hsa-miR-5572	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4270	FGFR1	hsa-miR-563	Created	Leukemia/T-ALL	Not Classified
4271	FGFR1	hsa-miR-766-5p	Created	Leukemia/T-ALL	Not Classified
4272	FGFR1	hsa-miR-766-5p	Created	Leukemia/T-ALL	Not Classified
4273	FGFR1	hsa-miR-766-5p	Created	Leukemia/T-ALL	Not Classified
4274	FGFR1	hsa-miR-766-5p	Created	Leukemia/T-ALL	Not Classified
4275	FGFR1	hsa-miR-766-5p	Created	Leukemia/T-ALL	Not Classified
4276	FGFR1	hsa-miR-766-5p	Created	Leukemia/T-ALL	Not Classified
4277	FGFR1	hsa-miR-766-5p	Created	Leukemia/T-ALL	Not Classified
4278	FGFR1	hsa-miR-766-5p	Created	Leukemia/T-ALL	Not Classified
4279	FGFR1	hsa-miR-766-5p	Created	Leukemia/T-ALL	Not Classified
4280	CDK4	hsa-miR-5581-5p	Created	Leukemia/T-ALL	Not Classified
4281	STK11	hsa-miR-3194-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4282	FGFR1	hsa-miR-5197-3p	Disrupted	Leukemia/T-ALL	Not Classified
4283	TP53	hsa-miR-4731-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4284	TP53	hsa-miR-4731-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4285	TP53	hsa-miR-4731-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4286	TP53	hsa-miR-4731-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4287	FGFR3	hsa-miR-567	Created	Leukemia/T-ALL	Oncogene
4288	FGFR3	hsa-miR-567	Created	Leukemia/T-ALL	Oncogene
4289	FGFR3	hsa-miR-567	Created	Leukemia/T-ALL	Oncogene
4290	TP53	hsa-miR-4731-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4291	TP53	hsa-miR-4731-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4292	TP53	hsa-miR-4731-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4293	TP53	hsa-miR-4731-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4294	EGFR	hsa-miR-23a-3p	Created	Leukemia/T-ALL	Oncogene
4295	EGFR	hsa-miR-23b-3p	Created	Leukemia/T-ALL	Oncogene
4296	NF1	hsa-miR-3188	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4297	NF1	hsa-miR-3188	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4298	MAP2K4	hsa-miR-4273	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4299	RET	hsa-miR-5010-3p	Created	Leukemia/T-ALL	Oncogene
4300	RET	hsa-miR-223-5p	Created	Leukemia/T-ALL	Oncogene
4301	FGFR1	hsa-miR-1295b-5p	Created	Leukemia/T-ALL	Not Classified
4302	FGFR1	hsa-miR-1295b-5p	Created	Leukemia/T-ALL	Not Classified
4303	FGFR1	hsa-miR-1295b-5p	Created	Leukemia/T-ALL	Not Classified
4304	FGFR1	hsa-miR-1295b-5p	Created	Leukemia/T-ALL	Not Classified
4305	FGFR1	hsa-miR-1295b-5p	Created	Leukemia/T-ALL	Not Classified
4306	FGFR1	hsa-miR-1295b-5p	Created	Leukemia/T-ALL	Not Classified
4307	FGFR1	hsa-miR-1295b-5p	Created	Leukemia/T-ALL	Not Classified
4308	FGFR1	hsa-miR-1295b-5p	Created	Leukemia/T-ALL	Not Classified
4309	FGFR1	hsa-miR-1295b-5p	Created	Leukemia/T-ALL	Not Classified
4310	FGFR3	hsa-miR-4716-5p	Created	Leukemia/T-ALL	Oncogene
4311	FGFR3	hsa-miR-4716-5p	Created	Leukemia/T-ALL	Oncogene
4312	FGFR3	hsa-miR-4716-5p	Created	Leukemia/T-ALL	Oncogene
4313	RET	hsa-miR-633	Created	Leukemia/T-ALL	Oncogene
4314	KDR	hsa-miR-2278	Created	Leukemia/T-ALL	Oncogene
4315	FGFR1	hsa-miR-3908	Created	Leukemia/T-ALL	Not Classified
4316	FGFR1	hsa-miR-3908	Created	Leukemia/T-ALL	Not Classified
4317	FGFR1	hsa-miR-3908	Created	Leukemia/T-ALL	Not Classified
4318	FGFR1	hsa-miR-3908	Created	Leukemia/T-ALL	Not Classified
4319	FGFR1	hsa-miR-3908	Created	Leukemia/T-ALL	Not Classified
4320	FGFR1	hsa-miR-3908	Created	Leukemia/T-ALL	Not Classified
4321	FGFR1	hsa-miR-3908	Created	Leukemia/T-ALL	Not Classified
4322	FGFR1	hsa-miR-3908	Created	Leukemia/T-ALL	Not Classified
4323	FGFR2	hsa-miR-425-5p	Created	Leukemia/T-ALL	Oncogene
4324	FGFR2	hsa-miR-425-5p	Created	Leukemia/T-ALL	Oncogene
4325	FGFR2	hsa-miR-425-5p	Created	Leukemia/T-ALL	Oncogene
4326	FGFR2	hsa-miR-425-5p	Created	Leukemia/T-ALL	Oncogene
4327	FGFR2	hsa-miR-425-5p	Created	Leukemia/T-ALL	Oncogene
4328	FGFR2	hsa-miR-425-5p	Created	Leukemia/T-ALL	Oncogene
4329	MAP2K4	hsa-miR-5003-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4330	FBXW7	hsa-miR-5681b	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4331	FBXW7	hsa-miR-5681b	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4332	FBXW7	hsa-miR-5681b	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4333	HRAS	hsa-miR-592	Created	Leukemia/T-ALL	Oncogene
4334	CDK4	hsa-miR-4297	Created	Leukemia/T-ALL	Not Classified
4335	CTNNB1	hsa-miR-4712-3p	Created	Leukemia/T-ALL	Oncogene
4336	CTNNB1	hsa-miR-4712-3p	Created	Leukemia/T-ALL	Oncogene
4337	CTNNB1	hsa-miR-4712-3p	Created	Leukemia/T-ALL	Oncogene
4338	EGFR	hsa-miR-624-5p	Created	Leukemia/T-ALL	Oncogene
4339	TP53	hsa-miR-4667-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4340	TP53	hsa-miR-4667-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4341	TP53	hsa-miR-4667-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4342	TP53	hsa-miR-4667-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4343	FGFR2	hsa-miR-507	Created	Leukemia/T-ALL	Oncogene
4344	FGFR2	hsa-miR-557	Created	Leukemia/T-ALL	Oncogene
4345	HRAS	hsa-miR-5008-3p	Disrupted	Leukemia/T-ALL	Oncogene
4346	HRAS	hsa-miR-5008-3p	Disrupted	Leukemia/T-ALL	Oncogene
4347	HRAS	hsa-miR-5008-3p	Disrupted	Leukemia/T-ALL	Oncogene
4348	FGFR1	hsa-miR-548u	Created	Leukemia/T-ALL	Not Classified
4349	FGFR1	hsa-miR-548u	Created	Leukemia/T-ALL	Not Classified
4350	FGFR1	hsa-miR-548u	Created	Leukemia/T-ALL	Not Classified
4351	FGFR1	hsa-miR-548u	Created	Leukemia/T-ALL	Not Classified
4352	FGFR1	hsa-miR-548u	Created	Leukemia/T-ALL	Not Classified
4353	FGFR1	hsa-miR-548u	Created	Leukemia/T-ALL	Not Classified
4354	FGFR1	hsa-miR-548u	Created	Leukemia/T-ALL	Not Classified
4355	FGFR1	hsa-miR-548u	Created	Leukemia/T-ALL	Not Classified
4356	FGFR1	hsa-miR-548u	Created	Leukemia/T-ALL	Not Classified
4357	MAP2K4	hsa-miR-2277-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4358	NF1	hsa-miR-3689d	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4359	NF1	hsa-miR-3689d	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4360	FGFR1	hsa-miR-202-3p	Created	Leukemia/T-ALL	Not Classified
4361	FGFR1	hsa-miR-202-3p	Created	Leukemia/T-ALL	Not Classified
4362	FGFR1	hsa-miR-202-3p	Created	Leukemia/T-ALL	Not Classified
4363	FGFR1	hsa-miR-202-3p	Created	Leukemia/T-ALL	Not Classified
4364	FGFR1	hsa-miR-202-3p	Created	Leukemia/T-ALL	Not Classified
4365	FGFR1	hsa-miR-202-3p	Created	Leukemia/T-ALL	Not Classified
4366	FGFR1	hsa-miR-202-3p	Created	Leukemia/T-ALL	Not Classified
4367	FGFR1	hsa-miR-202-3p	Created	Leukemia/T-ALL	Not Classified
4368	FGFR1	hsa-miR-202-3p	Created	Leukemia/T-ALL	Not Classified
4369	FGFR1	hsa-miR-3942-5p	Created	Leukemia/T-ALL	Not Classified
4370	FGFR1	hsa-miR-3942-5p	Created	Leukemia/T-ALL	Not Classified
4371	FGFR1	hsa-miR-3942-5p	Created	Leukemia/T-ALL	Not Classified
4372	FGFR1	hsa-miR-3942-5p	Created	Leukemia/T-ALL	Not Classified
4373	FGFR1	hsa-miR-3942-5p	Created	Leukemia/T-ALL	Not Classified
4374	FGFR1	hsa-miR-3942-5p	Created	Leukemia/T-ALL	Not Classified
4375	FGFR1	hsa-miR-3942-5p	Created	Leukemia/T-ALL	Not Classified
4376	FGFR1	hsa-miR-3942-5p	Created	Leukemia/T-ALL	Not Classified
4377	FGFR1	hsa-miR-3942-5p	Created	Leukemia/T-ALL	Not Classified
4378	FGFR2	hsa-miR-557	Created	Leukemia/T-ALL	Oncogene
4379	FGFR2	hsa-miR-557	Created	Leukemia/T-ALL	Oncogene
4380	FGFR2	hsa-miR-557	Created	Leukemia/T-ALL	Oncogene
4381	FGFR2	hsa-miR-557	Created	Leukemia/T-ALL	Oncogene
4382	FGFR2	hsa-miR-557	Created	Leukemia/T-ALL	Oncogene
4383	FGFR2	hsa-miR-557	Created	Leukemia/T-ALL	Oncogene
4384	STK11	hsa-miR-5691	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4385	STK11	hsa-miR-330-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4386	KIT	hsa-miR-375	Created	Leukemia/T-ALL	Oncogene
4387	KIT	hsa-miR-375	Created	Leukemia/T-ALL	Oncogene
4388	VHL	hsa-miR-4713-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4389	VHL	hsa-miR-4713-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4390	TP53	hsa-miR-4667-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4391	TP53	hsa-miR-4667-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4392	TP53	hsa-miR-4667-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4393	TP53	hsa-miR-4667-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4394	VHL	hsa-miR-1911-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4395	RET	hsa-miR-3688-3p	Created	Leukemia/T-ALL	Oncogene
4396	FGFR2	hsa-miR-507	Created	Leukemia/T-ALL	Oncogene
4397	FGFR2	hsa-miR-507	Created	Leukemia/T-ALL	Oncogene
4398	FGFR2	hsa-miR-507	Created	Leukemia/T-ALL	Oncogene
4399	FGFR2	hsa-miR-507	Created	Leukemia/T-ALL	Oncogene
4400	FGFR2	hsa-miR-507	Created	Leukemia/T-ALL	Oncogene
4401	FGFR2	hsa-miR-507	Created	Leukemia/T-ALL	Oncogene
4402	FGFR1	hsa-miR-4766-3p	Created	Leukemia/T-ALL	Not Classified
4403	FGFR1	hsa-miR-4766-3p	Created	Leukemia/T-ALL	Not Classified
4404	FGFR1	hsa-miR-4766-3p	Created	Leukemia/T-ALL	Not Classified
4405	FGFR1	hsa-miR-4766-3p	Created	Leukemia/T-ALL	Not Classified
4406	FGFR1	hsa-miR-4766-3p	Created	Leukemia/T-ALL	Not Classified
4407	FGFR1	hsa-miR-4766-3p	Created	Leukemia/T-ALL	Not Classified
4408	FGFR1	hsa-miR-4766-3p	Created	Leukemia/T-ALL	Not Classified
4409	FGFR1	hsa-miR-4766-3p	Created	Leukemia/T-ALL	Not Classified
4410	FGFR1	hsa-miR-4766-3p	Created	Leukemia/T-ALL	Not Classified
4411	NRAS	hsa-miR-1185-1-3p	Disrupted	Leukemia/T-ALL	Oncogene
4412	NRAS	hsa-miR-1185-2-3p	Disrupted	Leukemia/T-ALL	Oncogene
4413	NRAS	hsa-miR-128	Created	Leukemia/T-ALL	Oncogene
4414	RET	hsa-miR-5093	Created	Leukemia/T-ALL	Oncogene
4415	TP53	hsa-miR-3150a-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4416	TP53	hsa-miR-3150a-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4417	TP53	hsa-miR-3150a-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4418	TP53	hsa-miR-3150a-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4419	NF1	hsa-miR-4459	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4420	NF1	hsa-miR-4459	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4421	RUNX1	hsa-miR-3124-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4422	RUNX1	hsa-miR-3124-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4423	VHL	hsa-miR-1256	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4424	VHL	hsa-miR-1256	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4425	PIK3R1	hsa-miR-1305	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4426	PIK3R1	hsa-miR-1305	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4427	PIK3R1	hsa-miR-1305	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4428	PIK3R1	hsa-miR-1305	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4429	FGFR1	hsa-miR-4482-5p	Created	Leukemia/T-ALL	Not Classified
4430	FGFR1	hsa-miR-4482-5p	Created	Leukemia/T-ALL	Not Classified
4431	FGFR1	hsa-miR-4482-5p	Created	Leukemia/T-ALL	Not Classified
4432	FGFR1	hsa-miR-4482-5p	Created	Leukemia/T-ALL	Not Classified
4433	FGFR1	hsa-miR-4482-5p	Created	Leukemia/T-ALL	Not Classified
4434	FGFR1	hsa-miR-4482-5p	Created	Leukemia/T-ALL	Not Classified
4435	FGFR1	hsa-miR-4482-5p	Created	Leukemia/T-ALL	Not Classified
4436	FGFR1	hsa-miR-4482-5p	Created	Leukemia/T-ALL	Not Classified
4437	FGFR1	hsa-miR-4482-5p	Created	Leukemia/T-ALL	Not Classified
4438	NRAS	hsa-let-7f-2-3p	Disrupted	Leukemia/T-ALL	Oncogene
4439	NRAS	hsa-miR-3681-3p	Created	Leukemia/T-ALL	Oncogene
4440	NRAS	hsa-miR-4672	Created	Leukemia/T-ALL	Oncogene
4441	RET	hsa-miR-3660	Disrupted	Leukemia/T-ALL	Oncogene
4442	RET	hsa-miR-4526	Created	Leukemia/T-ALL	Oncogene
4443	FGFR2	hsa-miR-5696	Created	Leukemia/T-ALL	Oncogene
4444	FGFR2	hsa-miR-664-3p	Created	Leukemia/T-ALL	Oncogene
4445	FGFR2	hsa-miR-5696	Created	Leukemia/T-ALL	Oncogene
4446	FGFR2	hsa-miR-664-3p	Created	Leukemia/T-ALL	Oncogene
4447	FGFR2	hsa-miR-5696	Created	Leukemia/T-ALL	Oncogene
4448	FGFR2	hsa-miR-664-3p	Created	Leukemia/T-ALL	Oncogene
4449	FGFR2	hsa-miR-5696	Created	Leukemia/T-ALL	Oncogene
4450	FGFR2	hsa-miR-664-3p	Created	Leukemia/T-ALL	Oncogene
4451	FGFR2	hsa-miR-664-3p	Created	Leukemia/T-ALL	Oncogene
4452	FGFR2	hsa-miR-5696	Created	Leukemia/T-ALL	Oncogene
4453	FGFR2	hsa-miR-664-3p	Created	Leukemia/T-ALL	Oncogene
4454	FGFR2	hsa-miR-5696	Created	Leukemia/T-ALL	Oncogene
4455	FGFR2	hsa-miR-664-3p	Created	Leukemia/T-ALL	Oncogene
4456	PTPN11	hsa-miR-3200-5p	Disrupted	Leukemia/T-ALL	Oncogene
4457	PTPN11	hsa-miR-3915	Disrupted	Leukemia/T-ALL	Oncogene
4458	PTPN11	hsa-miR-3928	Disrupted	Leukemia/T-ALL	Oncogene
4459	PTPN11	hsa-miR-4496	Disrupted	Leukemia/T-ALL	Oncogene
4460	PTPN11	hsa-miR-5680	Created	Leukemia/T-ALL	Oncogene
4461	MAP2K4	hsa-miR-4677-5p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4462	MAP2K4	hsa-miR-659-3p	Disrupted	Leukemia/T-ALL	Tumor Suppressor Gene
4463	TP53	hsa-miR-3150a-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4464	TP53	hsa-miR-3150a-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4465	TP53	hsa-miR-3150a-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4466	TP53	hsa-miR-3150a-3p	Created	Leukemia/T-ALL	Tumor Suppressor Gene
4467	SMARCB1	hsa-miR-4437	Disrupted	Leukemia/T-ALL	Tumor Suppressor Gene
4468	SMARCB1	hsa-miR-4437	Disrupted	Leukemia/T-ALL	Tumor Suppressor Gene
