	Genesymbol	miRNA	Cancertype	Targetsiteclass
84574	CYLD	hsa-miR-15b-5p	ProstateCancer(OICR,CA)	Disrupted
84575	CYLD	hsa-miR-15b-5p	ProstateCancer(OICR,CA)	Disrupted
84576	CYLD	hsa-miR-15b-5p	ProstateCancer(OICR,CA)	Disrupted
84713	CYLD	hsa-miR-16-5p	ProstateCancer(OICR,CA)	Disrupted
84714	CYLD	hsa-miR-16-5p	ProstateCancer(OICR,CA)	Disrupted
84715	CYLD	hsa-miR-16-5p	ProstateCancer(OICR,CA)	Disrupted
84720	SASH1	hsa-miR-5692c	ProstateCancer(OICR,CA)	Disrupted
84780	RASSF2	hsa-miR-4679	LiverCancer(RIKEN,JP)	Created
84781	RASSF2	hsa-miR-4679	LiverCancer(RIKEN,JP)	Created
84822	EPB49	hsa-miR-3194-5p	LiverCancer(NCC,JP)	Created
84823	EPB49	hsa-miR-3194-5p	LiverCancer(NCC,JP)	Created
84824	EPB49	hsa-miR-3194-5p	LiverCancer(NCC,JP)	Created
84825	EPB49	hsa-miR-3194-5p	LiverCancer(NCC,JP)	Created
84826	EPB49	hsa-miR-3194-5p	LiverCancer(NCC,JP)	Created
84827	EPB49	hsa-miR-3194-5p	LiverCancer(NCC,JP)	Created
84866	TP63	hsa-miR-3941	ProstateCancer(OICR,CA)	Disrupted
84867	TP63	hsa-miR-3941	ProstateCancer(OICR,CA)	Disrupted
84872	XAF1	hsa-miR-153	ProstateCancer(OICR,CA)	Disrupted
84873	XAF1	hsa-miR-153	ProstateCancer(OICR,CA)	Disrupted
84874	XAF1	hsa-miR-571	ProstateCancer(OICR,CA)	Disrupted
84875	XAF1	hsa-miR-571	ProstateCancer(OICR,CA)	Disrupted
84896	PHLPP2	hsa-miR-21-3p	ProstateCancer(OICR,CA)	Disrupted
85006	XAF1	hsa-miR-5585-3p	ProstateCancer(OICR,CA)	Disrupted
85007	XAF1	hsa-miR-5585-3p	ProstateCancer(OICR,CA)	Disrupted
85112	CDKN2A	hsa-miR-4448	BladderUrothelialCarcinoma(TCGA,US)	Created
85193	RASSF2	hsa-miR-4643	LiverCancer(NCC,JP)	Created
85194	RASSF2	hsa-miR-4643	LiverCancer(NCC,JP)	Created
85314	EPHB2	hsa-miR-4446-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
85315	EPHB2	hsa-miR-4446-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
85453	SASH1	hsa-miR-374c-5p	ProstateCancer(OICR,CA)	Disrupted
85638	TP63	hsa-miR-4460	LiverCancer(RIKEN,JP)	Disrupted
85639	TP63	hsa-miR-4460	LiverCancer(RIKEN,JP)	Disrupted
85640	TP63	hsa-miR-4460	LiverCancer(RIKEN,JP)	Disrupted
85641	TP63	hsa-miR-4460	LiverCancer(RIKEN,JP)	Disrupted
85838	ATM	hsa-miR-572	ProstateCancer(OICR,CA)	Disrupted
85859	FRK	hsa-miR-4694-3p	LiverCancer(RIKEN,JP)	Created
85860	MAFA	hsa-miR-760	LiverCancer(RIKEN,JP)	Disrupted
86066	PLEKHG2	hsa-miR-508-5p	ProstateCancer(OICR,CA)	Disrupted
86356	DCC	hsa-miR-3140-3p	LiverCancer(NCC,JP)	Disrupted
86893	CDKN2A	hsa-miR-764	BladderUrothelialCarcinoma(TCGA,US)	Created
87078	RBL2	hsa-miR-4469	ColonAdenocarcinoma(TCGA,US)	Disrupted
87079	CDKN2A	hsa-miR-4691-3p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
87082	IRF1	hsa-miR-129-5p	ProstateCancer(OICR,CA)	Disrupted
87140	PML	hsa-miR-151b	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
87187	LIN9	hsa-miR-4495	LiverCancer(RIKEN,JP)	Disrupted
87693	FLCN	hsa-miR-92b-3p	ProstateCancer(OICR,CA)	Disrupted
87751	PML	hsa-miR-151a-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
88023	CDKN2A	hsa-miR-3683	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
88037	RASSF2	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Disrupted
88038	RASSF2	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Disrupted
88366	RASSF2	hsa-miR-3160-3p	LiverCancer(RIKEN,JP)	Disrupted
88367	RASSF2	hsa-miR-3160-3p	LiverCancer(RIKEN,JP)	Disrupted
88408	RASSF5	hsa-miR-369-3p	LiverCancer(NCC,JP)	Disrupted
88454	TMEM127	hsa-miR-4433-3p	LiverCancer(RIKEN,JP)	Created
88455	TMEM127	hsa-miR-4433-3p	LiverCancer(RIKEN,JP)	Created
88471	MUC1	hsa-miR-377-5p	LiverCancer(NCC,JP)	Disrupted
88651	NKX3-1	hsa-miR-378c	LiverCancer(RIKEN,JP)	Disrupted
88652	NKX3-1	hsa-miR-378c	LiverCancer(RIKEN,JP)	Disrupted
88911	PHLPP2	hsa-miR-4524a-3p	ProstateCancer(OICR,CA)	Disrupted
88950	RASSF5	hsa-miR-5692b	LiverCancer(NCC,JP)	Disrupted
88951	RASSF5	hsa-miR-5692c	LiverCancer(NCC,JP)	Disrupted
88952	RASSF5	hsa-miR-5692b	LiverCancer(NCC,JP)	Disrupted
88953	RASSF5	hsa-miR-5692c	LiverCancer(NCC,JP)	Disrupted
89115	SUSD2	hsa-miR-4707-5p	LiverCancer(NCC,JP)	Disrupted
89280	HIF3A	hsa-miR-3168	LiverCancer(RIKEN,JP)	Disrupted
89281	HIF3A	hsa-miR-3168	LiverCancer(RIKEN,JP)	Disrupted
89282	HIF3A	hsa-miR-3168	LiverCancer(RIKEN,JP)	Disrupted
89417	ERRFI1	hsa-miR-3121-3p	LiverCancer(RIKEN,JP)	Disrupted
89495	MSH2	hsa-miR-3129-3p	LiverCancer(NCC,JP)	Created
89536	LIN9	hsa-miR-5580-3p	LiverCancer(RIKEN,JP)	Disrupted
89672	RASSF5	hsa-miR-5692b	LiverCancer(NCC,JP)	Disrupted
89673	RASSF5	hsa-miR-5692c	LiverCancer(NCC,JP)	Disrupted
89890	SASH1	hsa-miR-5692b	ProstateCancer(OICR,CA)	Disrupted
90172	XAF1	hsa-miR-219-1-3p	ProstateCancer(OICR,CA)	Disrupted
90173	XAF1	hsa-miR-219-1-3p	ProstateCancer(OICR,CA)	Disrupted
90510	ARID3B	hsa-miR-5584-5p	LiverCancer(NCC,JP)	Disrupted
90638	TEP1	hsa-miR-485-5p	ProstateCancer(OICR,CA)	Created
90776	PML	hsa-miR-4459	ProstateCancer(OICR,CA)	Disrupted
90777	PML	hsa-miR-4459	ProstateCancer(OICR,CA)	Disrupted
90900	STARD13	hsa-miR-185-5p	LiverCancer(RIKEN,JP)	Disrupted
90901	STARD13	hsa-miR-185-5p	LiverCancer(RIKEN,JP)	Disrupted
90902	STARD13	hsa-miR-185-5p	LiverCancer(RIKEN,JP)	Disrupted
90903	STARD13	hsa-miR-185-5p	LiverCancer(RIKEN,JP)	Disrupted
91119	DBC1	hsa-miR-129-5p	LiverCancer(NCC,JP)	Disrupted
91135	XAF1	hsa-miR-1272	ProstateCancer(OICR,CA)	Disrupted
91136	XAF1	hsa-miR-1272	ProstateCancer(OICR,CA)	Disrupted
91190	CDKN2A	hsa-miR-4268	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
91200	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91201	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91202	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91203	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91204	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91205	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91206	NF2	hsa-miR-4459	ProstateCancer(OICR,CA)	Created
91254	DAB2IP	hsa-miR-532-3p	LiverCancer(RIKEN,JP)	Disrupted
91329	SUSD2	hsa-miR-296-5p	LiverCancer(NCC,JP)	Disrupted
91609	TMEM127	hsa-miR-320e	LiverCancer(RIKEN,JP)	Disrupted
91610	TMEM127	hsa-miR-320e	LiverCancer(RIKEN,JP)	Disrupted
91664	STARD13	hsa-miR-4306	LiverCancer(RIKEN,JP)	Disrupted
91665	STARD13	hsa-miR-4306	LiverCancer(RIKEN,JP)	Disrupted
91666	STARD13	hsa-miR-4306	LiverCancer(RIKEN,JP)	Disrupted
91667	STARD13	hsa-miR-4306	LiverCancer(RIKEN,JP)	Disrupted
91811	TP53	hsa-miR-4725-5p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
91812	TP53	hsa-miR-4725-5p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
91813	TP53	hsa-miR-4725-5p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
91814	TP53	hsa-miR-4725-5p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
92320	XAF1	hsa-miR-450b-5p	ProstateCancer(OICR,CA)	Disrupted
92321	XAF1	hsa-miR-450b-5p	ProstateCancer(OICR,CA)	Disrupted
92360	HPGD	hsa-miR-4658	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
92459	RECK	hsa-miR-548h-3p	LiverCancer(NCC,JP)	Disrupted
92460	RECK	hsa-miR-548z	LiverCancer(NCC,JP)	Disrupted
92515	HPGD	hsa-miR-29a-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
92516	HPGD	hsa-miR-29b-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
92517	HPGD	hsa-miR-29c-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
93195	HPGD	hsa-miR-5682	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
93373	RBL2	hsa-miR-1260b	ColonAdenocarcinoma(TCGA,US)	Created
93715	TP53	hsa-miR-504	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
93716	TP53	hsa-miR-504	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
93717	TP53	hsa-miR-504	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
93718	TP53	hsa-miR-504	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
93722	XAF1	hsa-miR-4781-3p	ProstateCancer(OICR,CA)	Disrupted
93723	XAF1	hsa-miR-4781-3p	ProstateCancer(OICR,CA)	Disrupted
93759	HPGD	hsa-miR-3659	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
93809	PHLPP2	hsa-miR-4329	ProstateCancer(OICR,CA)	Disrupted
93981	TP63	hsa-miR-574-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
93982	TP63	hsa-miR-574-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
94077	KLK10	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
94078	KLK10	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
94079	KLK10	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
94141	CDC73	hsa-miR-3671	LiverCancer(NCC,JP)	Disrupted
94181	XAF1	hsa-miR-197-5p	ProstateCancer(OICR,CA)	Disrupted
94182	XAF1	hsa-miR-197-5p	ProstateCancer(OICR,CA)	Disrupted
94224	EPB41L3	hsa-miR-3616-5p	LiverCancer(RIKEN,JP)	Disrupted
94254	EPB41L3	hsa-miR-573	LiverCancer(RIKEN,JP)	Disrupted
94671	DBC1	hsa-miR-2052	LiverCancer(NCC,JP)	Disrupted
95107	STARD13	hsa-miR-5192	LiverCancer(RIKEN,JP)	Disrupted
95108	STARD13	hsa-miR-5192	LiverCancer(RIKEN,JP)	Disrupted
95109	STARD13	hsa-miR-5192	LiverCancer(RIKEN,JP)	Disrupted
95110	STARD13	hsa-miR-5192	LiverCancer(RIKEN,JP)	Disrupted
95116	FHIT	hsa-miR-3196	LiverCancer(NCC,JP)	Disrupted
95117	FHIT	hsa-miR-3196	LiverCancer(NCC,JP)	Disrupted
95560	PML	hsa-miR-4420	LiverCancer(NCC,JP)	Created
95605	DAB2IP	hsa-miR-4286	LiverCancer(RIKEN,JP)	Disrupted
95607	TMEM127	hsa-miR-3135b	LiverCancer(RIKEN,JP)	Disrupted
95608	TMEM127	hsa-miR-3135b	LiverCancer(RIKEN,JP)	Disrupted
95849	MUC1	hsa-miR-936	LiverCancer(NCC,JP)	Disrupted
95980	HIF3A	hsa-miR-4682	LiverCancer(RIKEN,JP)	Disrupted
95981	HIF3A	hsa-miR-4682	LiverCancer(RIKEN,JP)	Disrupted
95982	HIF3A	hsa-miR-4682	LiverCancer(RIKEN,JP)	Disrupted
96171	PHLPP2	hsa-miR-1226-3p	ProstateCancer(OICR,CA)	Disrupted
96247	CDKN2A	hsa-miR-130b-3p	LiverCancer(NCC,JP)	Created
96479	PML	hsa-miR-2114-3p	ProstateCancer(OICR,CA)	Created
96584	XAF1	hsa-miR-3680-3p	ProstateCancer(OICR,CA)	Disrupted
96585	XAF1	hsa-miR-3680-3p	ProstateCancer(OICR,CA)	Disrupted
96853	CYLD	hsa-miR-424-5p	ProstateCancer(OICR,CA)	Disrupted
96854	CYLD	hsa-miR-424-5p	ProstateCancer(OICR,CA)	Disrupted
96855	CYLD	hsa-miR-424-5p	ProstateCancer(OICR,CA)	Disrupted
96966	FHIT	hsa-miR-4697-5p	LiverCancer(NCC,JP)	Disrupted
97000	RASSF5	hsa-miR-374c-5p	LiverCancer(NCC,JP)	Disrupted
97001	RASSF5	hsa-miR-374c-5p	LiverCancer(NCC,JP)	Disrupted
97082	RASSF5	hsa-miR-374c-5p	LiverCancer(NCC,JP)	Disrupted
97103	DPH1	hsa-miR-4511	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
97273	TP63	hsa-miR-4640-3p	LiverCancer(RIKEN,JP)	Created
97274	TP63	hsa-miR-4640-3p	LiverCancer(RIKEN,JP)	Created
97323	HPGD	hsa-miR-29a-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
97377	DBC1	hsa-miR-19b-2-5p	LiverCancer(NCC,JP)	Disrupted
97543	FHIT	hsa-miR-4488	LiverCancer(NCC,JP)	Disrupted
97576	FHIT	hsa-miR-4488	LiverCancer(NCC,JP)	Disrupted
98041	NKX3-1	hsa-miR-378f	LiverCancer(RIKEN,JP)	Disrupted
98042	NKX3-1	hsa-miR-378f	LiverCancer(RIKEN,JP)	Disrupted
98170	PTCH1	hsa-miR-27a-3p	LiverCancer(NCC,JP)	Disrupted
98171	PTCH1	hsa-miR-27a-3p	LiverCancer(NCC,JP)	Disrupted
98172	PTCH1	hsa-miR-27a-3p	LiverCancer(NCC,JP)	Disrupted
98173	PTCH1	hsa-miR-27a-3p	LiverCancer(NCC,JP)	Disrupted
98174	PTCH1	hsa-miR-27a-3p	LiverCancer(NCC,JP)	Disrupted
98175	PTCH1	hsa-miR-27a-3p	LiverCancer(NCC,JP)	Disrupted
98176	PTCH1	hsa-miR-27a-3p	LiverCancer(NCC,JP)	Disrupted
98307	RASSF5	hsa-miR-655	LiverCancer(NCC,JP)	Disrupted
98308	RASSF5	hsa-miR-655	LiverCancer(NCC,JP)	Disrupted
98376	FHIT	hsa-miR-4697-5p	LiverCancer(NCC,JP)	Disrupted
98403	KLK10	hsa-miR-3159	ProstateCancer(OICR,CA)	Disrupted
98404	KLK10	hsa-miR-3159	ProstateCancer(OICR,CA)	Disrupted
98405	KLK10	hsa-miR-3159	ProstateCancer(OICR,CA)	Disrupted
98618	DMP1	hsa-miR-5587-5p	LiverCancer(RIKEN,JP)	Disrupted
98619	DMP1	hsa-miR-5587-5p	LiverCancer(RIKEN,JP)	Disrupted
98763	TP63	hsa-miR-584-5p	LiverCancer(RIKEN,JP)	Disrupted
98764	TP63	hsa-miR-584-5p	LiverCancer(RIKEN,JP)	Disrupted
98803	CDKN2D	hsa-miR-3197	LiverCancer(NCC,JP)	Disrupted
98804	CDKN2D	hsa-miR-3197	LiverCancer(NCC,JP)	Disrupted
98811	DBC1	hsa-miR-19a-5p	LiverCancer(NCC,JP)	Disrupted
98857	TEP1	hsa-miR-3714	ProstateCancer(OICR,CA)	Disrupted
99063	FLCN	hsa-miR-92a-3p	ProstateCancer(OICR,CA)	Disrupted
99148	TP53	hsa-miR-518e-3p	LiverCancer(NCC,JP)	Disrupted
99149	TP53	hsa-miR-518e-3p	LiverCancer(NCC,JP)	Disrupted
99395	TEP1	hsa-miR-3975	ProstateCancer(OICR,CA)	Disrupted
99546	PDCD4	hsa-miR-9-3p	LiverCancer(NCC,JP)	Disrupted
99547	PDCD4	hsa-miR-9-3p	LiverCancer(NCC,JP)	Disrupted
99548	PDCD4	hsa-miR-9-3p	LiverCancer(NCC,JP)	Disrupted
99562	MSH2	hsa-miR-655	LiverCancer(NCC,JP)	Created
99772	DBC1	hsa-miR-19b-1-5p	LiverCancer(NCC,JP)	Disrupted
99852	FLCN	hsa-miR-4252	ProstateCancer(OICR,CA)	Created
99995	CDKN2A	hsa-miR-130a-3p	LiverCancer(NCC,JP)	Created
99999	MUC1	hsa-miR-5010-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
100000	MUC1	hsa-miR-5010-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
100001	MUC1	hsa-miR-5010-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
100123	CDC73	hsa-miR-3974	LiverCancer(NCC,JP)	Disrupted
100447	CDKN2A	hsa-miR-3157-5p	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
100455	CDKN2A	hsa-miR-4673	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
100499	NF2	hsa-miR-510	ProstateCancer(OICR,CA)	Disrupted
100500	NF2	hsa-miR-510	ProstateCancer(OICR,CA)	Disrupted
100501	NF2	hsa-miR-510	ProstateCancer(OICR,CA)	Disrupted
100502	NF2	hsa-miR-510	ProstateCancer(OICR,CA)	Disrupted
100503	NF2	hsa-miR-510	ProstateCancer(OICR,CA)	Disrupted
100504	NF2	hsa-miR-510	ProstateCancer(OICR,CA)	Disrupted
100505	NF2	hsa-miR-510	ProstateCancer(OICR,CA)	Disrupted
100510	CDKN2A	hsa-miR-517a-3p	PediatricBrainTumors(DKFZ,DE)	Disrupted
100511	CDKN2A	hsa-miR-517b-3p	PediatricBrainTumors(DKFZ,DE)	Disrupted
100512	CDKN2A	hsa-miR-517c-3p	PediatricBrainTumors(DKFZ,DE)	Disrupted
100543	RECK	hsa-miR-548ac	LiverCancer(NCC,JP)	Disrupted
100562	PTCH1	hsa-miR-27b-3p	LiverCancer(NCC,JP)	Disrupted
100563	PTCH1	hsa-miR-27b-3p	LiverCancer(NCC,JP)	Disrupted
100564	PTCH1	hsa-miR-27b-3p	LiverCancer(NCC,JP)	Disrupted
100565	PTCH1	hsa-miR-27b-3p	LiverCancer(NCC,JP)	Disrupted
100566	PTCH1	hsa-miR-27b-3p	LiverCancer(NCC,JP)	Disrupted
100567	PTCH1	hsa-miR-27b-3p	LiverCancer(NCC,JP)	Disrupted
100568	PTCH1	hsa-miR-27b-3p	LiverCancer(NCC,JP)	Disrupted
100653	IRF1	hsa-miR-3680-3p	ProstateCancer(OICR,CA)	Disrupted
100894	RASSF5	hsa-miR-655	LiverCancer(NCC,JP)	Disrupted
101010	HPGD	hsa-miR-29b-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
101267	EGFR	hsa-miR-3692-3p	LiverCancer(RIKEN,JP)	Disrupted
101362	XAF1	hsa-miR-129-1-3p	ProstateCancer(OICR,CA)	Disrupted
101363	XAF1	hsa-miR-129-1-3p	ProstateCancer(OICR,CA)	Disrupted
101541	HPGD	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
101542	HPGD	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
101543	HPGD	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
101544	HPGD	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
101545	HPGD	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
101546	HPGD	hsa-miR-499b-3p	LiverCancer(NCC,JP)	Disrupted
101560	TP53	hsa-miR-518e-3p	LiverCancer(NCC,JP)	Disrupted
101561	TP53	hsa-miR-518e-3p	LiverCancer(NCC,JP)	Disrupted
101803	FHIT	hsa-miR-3180	LiverCancer(NCC,JP)	Disrupted
101887	FHIT	hsa-miR-3180-3p	LiverCancer(NCC,JP)	Disrupted
101896	FHIT	hsa-miR-3180	LiverCancer(NCC,JP)	Disrupted
101956	CTCF	hsa-miR-186-3p	BreastCarcinoma(WTSI,UK)	Disrupted
101957	CTCF	hsa-miR-186-3p	BreastCarcinoma(WTSI,UK)	Disrupted
101969	CDKN2A	hsa-miR-3666	LiverCancer(NCC,JP)	Created
102009	FHIT	hsa-miR-3180	LiverCancer(NCC,JP)	Disrupted
102047	EPB41L3	hsa-miR-4795-5p	LiverCancer(RIKEN,JP)	Disrupted
102052	FLCN	hsa-miR-367-3p	ProstateCancer(OICR,CA)	Disrupted
102064	FHIT	hsa-miR-4488	LiverCancer(NCC,JP)	Disrupted
102103	FLCN	hsa-miR-363-3p	ProstateCancer(OICR,CA)	Disrupted
102198	XAF1	hsa-miR-129-2-3p	ProstateCancer(OICR,CA)	Disrupted
102199	XAF1	hsa-miR-129-2-3p	ProstateCancer(OICR,CA)	Disrupted
102243	FHIT	hsa-miR-3180-3p	LiverCancer(NCC,JP)	Disrupted
102320	FHIT	hsa-miR-3180	LiverCancer(NCC,JP)	Disrupted
102485	MTSS1	hsa-miR-5584-5p	LiverCancer(NCC,JP)	Disrupted
102522	HPGD	hsa-miR-767-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
102582	FHIT	hsa-miR-4488	LiverCancer(NCC,JP)	Disrupted
102620	XAF1	hsa-miR-136-3p	LiverCancer(NCC,JP)	Created
102787	TP63	hsa-miR-5579-5p	LiverCancer(RIKEN,JP)	Disrupted
102788	TP63	hsa-miR-5579-5p	LiverCancer(RIKEN,JP)	Disrupted
102819	HPGD	hsa-miR-29c-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
103146	FHIT	hsa-miR-3180-3p	LiverCancer(NCC,JP)	Disrupted
103201	FHIT	hsa-miR-3180-3p	LiverCancer(NCC,JP)	Disrupted
103271	MUC1	hsa-miR-5087	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
103272	MUC1	hsa-miR-5087	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
103273	MUC1	hsa-miR-5087	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
103493	NF2	hsa-miR-4680-5p	ProstateCancer(OICR,CA)	Disrupted
103494	NF2	hsa-miR-4680-5p	ProstateCancer(OICR,CA)	Disrupted
103495	NF2	hsa-miR-4680-5p	ProstateCancer(OICR,CA)	Disrupted
103496	NF2	hsa-miR-4680-5p	ProstateCancer(OICR,CA)	Disrupted
103497	NF2	hsa-miR-4680-5p	ProstateCancer(OICR,CA)	Disrupted
103498	NF2	hsa-miR-4680-5p	ProstateCancer(OICR,CA)	Disrupted
103499	NF2	hsa-miR-4680-5p	ProstateCancer(OICR,CA)	Disrupted
103554	CDKN2A	hsa-miR-301a-3p	LiverCancer(NCC,JP)	Created
103642	CDKN2A	hsa-miR-301b	LiverCancer(NCC,JP)	Created
103685	XAF1	hsa-miR-557	ProstateCancer(OICR,CA)	Disrupted
103686	XAF1	hsa-miR-557	ProstateCancer(OICR,CA)	Disrupted
103790	CDKN2A	hsa-miR-4295	LiverCancer(NCC,JP)	Created
103911	XAF1	hsa-miR-507	ProstateCancer(OICR,CA)	Disrupted
103912	XAF1	hsa-miR-507	ProstateCancer(OICR,CA)	Disrupted
103964	CDKN2A	hsa-miR-1273c	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
104091	PDCD4	hsa-miR-4454	LiverCancer(RIKEN,JP)	Disrupted
104092	PDCD4	hsa-miR-4454	LiverCancer(RIKEN,JP)	Disrupted
104093	PDCD4	hsa-miR-4454	LiverCancer(RIKEN,JP)	Disrupted
104406	MTSS1	hsa-miR-105-3p	LiverCancer(NCC,JP)	Disrupted
104796	RBL2	hsa-miR-4667-3p	ColonAdenocarcinoma(TCGA,US)	Disrupted
104951	XAF1	hsa-miR-146b-3p	ProstateCancer(OICR,CA)	Disrupted
104952	XAF1	hsa-miR-146b-3p	ProstateCancer(OICR,CA)	Disrupted
104953	FHIT	hsa-miR-4697-5p	LiverCancer(NCC,JP)	Disrupted
104995	CDKN2A	hsa-miR-1273c	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
104996	FHIT	hsa-miR-4697-5p	LiverCancer(NCC,JP)	Disrupted
106637	VHL	hsa-miR-3646	Leukemia/T-ALL	Disrupted
106638	STK11	hsa-miR-5190	Leukemia/T-ALL	Created
106640	TP53	hsa-miR-4487	Leukemia/T-ALL	Created
106651	SMARCB1	hsa-miR-3670	Leukemia/T-ALL	Created
106652	SMARCB1	hsa-miR-3670	Leukemia/T-ALL	Created
106653	SMARCB1	hsa-miR-4633-3p	Leukemia/T-ALL	Created
106654	SMARCB1	hsa-miR-4633-3p	Leukemia/T-ALL	Created
106655	STK11	hsa-miR-4507	Leukemia/T-ALL	Created
106658	STK11	hsa-miR-4304	Leukemia/T-ALL	Created
106683	EGFR	hsa-miR-23c	Leukemia/T-ALL	Created
106695	EGFR	hsa-miR-491-5p	Leukemia/T-ALL	Disrupted
106696	STK11	hsa-miR-5092	Leukemia/T-ALL	Created
106707	TP53	hsa-miR-4487	Leukemia/T-ALL	Created
106708	TP53	hsa-miR-4700-5p	Leukemia/T-ALL	Created
106709	TP53	hsa-miR-4487	Leukemia/T-ALL	Created
106710	TP53	hsa-miR-4700-5p	Leukemia/T-ALL	Created
106711	TP53	hsa-miR-4487	Leukemia/T-ALL	Created
106712	TP53	hsa-miR-4700-5p	Leukemia/T-ALL	Created
106713	TP53	hsa-miR-4487	Leukemia/T-ALL	Created
106714	TP53	hsa-miR-4700-5p	Leukemia/T-ALL	Created
106715	TP53	hsa-miR-4700-5p	Leukemia/T-ALL	Created
106716	TP53	hsa-miR-4487	Leukemia/T-ALL	Created
106717	TP53	hsa-miR-4700-5p	Leukemia/T-ALL	Created
106718	TP53	hsa-miR-4487	Leukemia/T-ALL	Created
106719	TP53	hsa-miR-4700-5p	Leukemia/T-ALL	Created
106720	TP53	hsa-miR-4487	Leukemia/T-ALL	Created
106721	TP53	hsa-miR-4700-5p	Leukemia/T-ALL	Created
106722	VHL	hsa-miR-5572	Leukemia/T-ALL	Created
106723	VHL	hsa-miR-5572	Leukemia/T-ALL	Created
106737	STK11	hsa-miR-3194-3p	Leukemia/T-ALL	Created
106741	TP53	hsa-miR-4731-5p	Leukemia/T-ALL	Created
106742	TP53	hsa-miR-4731-5p	Leukemia/T-ALL	Created
106743	TP53	hsa-miR-4731-5p	Leukemia/T-ALL	Created
106744	TP53	hsa-miR-4731-5p	Leukemia/T-ALL	Created
106748	TP53	hsa-miR-4731-5p	Leukemia/T-ALL	Created
106749	TP53	hsa-miR-4731-5p	Leukemia/T-ALL	Created
106750	TP53	hsa-miR-4731-5p	Leukemia/T-ALL	Created
106751	TP53	hsa-miR-4731-5p	Leukemia/T-ALL	Created
106754	EGFR	hsa-miR-23a-3p	Leukemia/T-ALL	Created
106755	EGFR	hsa-miR-23b-3p	Leukemia/T-ALL	Created
106756	NF1	hsa-miR-3188	Leukemia/T-ALL	Created
106757	NF1	hsa-miR-3188	Leukemia/T-ALL	Created
106801	EGFR	hsa-miR-624-5p	Leukemia/T-ALL	Created
