	Unnamed: 0	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
1463	hsa-miR-5100		1.0	11.0	15.0				8.0	8.0	1.0		11.0		62	63			2.0	2.0					5.0	5.0			4.0	15.0
1464	hsa-miR-511		2.0	2.0	2.0		4.0		4.0	22.0	3.0				68	50	4.0		3.0	3.0	1.0				1.0	44.0	2.0	3.0		33.0
1465	hsa-miR-512-3p	6.0	1.0	2.0					1.0	10.0	19.0			2.0	66	78	7.0		3.0	2.0				1.0	1.0	434.0	2.0	1.0		24.0
1466	hsa-miR-512-5p		4.0	3.0	12.0		6.0		15.0	10.0	1.0	1.0	3.0		85	54	4.0		8.0	1.0					6.0	210.0				16.0
1467	hsa-miR-513a-3p		1.0	10.0	1.0			1.0	36.0	55.0	2.0	7.0	3.0		115	156	6.0	3.0	10.0	8.0	4.0			2.0	10.0	18.0	23.0	4.0	7.0	42.0
1468	hsa-miR-513a-5p		6.0	23.0	5.0	1.0	1.0		21.0	13.0	4.0		3.0	3.0	95	56			7.0	1.0		2.0	1.0	3.0	5.0	48.0	5.0	3.0	4.0	24.0
1469	hsa-miR-513b	1.0	4.0	16.0	4.0			3.0	23.0	10.0	5.0	1.0	4.0	3.0	72	96	12.0		1.0	1.0		2.0		3.0	6.0	22.0	8.0	1.0	4.0	8.0
1470	hsa-miR-513c-3p		1.0	10.0	1.0			1.0	36.0	55.0	2.0	7.0	3.0		115	156	6.0	3.0	10.0	8.0	4.0			2.0	10.0	18.0	23.0	4.0	7.0	42.0
1471	hsa-miR-513c-5p		6.0	14.0	3.0			4.0	8.0	24.0	2.0		4.0	1.0	60	90	6.0		12.0	18.0	3.0		2.0		6.0	91.0		3.0		27.0
1472	hsa-miR-514a-3p		3.0	7.0	8.0		1.0		5.0	12.0	2.0			8.0	66	40	3.0				1.0				1.0	9.0		2.0		9.0
1473	hsa-miR-514a-5p	6.0	5.0	12.0	6.0				9.0	11.0	2.0		6.0	1.0	69	75	18.0		6.0	1.0		1.0	2.0			60.0		6.0		17.0
1474	hsa-miR-514b-3p		3.0	7.0	8.0		1.0		5.0	12.0	2.0			8.0	66	40	3.0				1.0				1.0	9.0		2.0		9.0
1475	hsa-miR-514b-5p		6.0	14.0	3.0			4.0	8.0	24.0	2.0		4.0	1.0	60	90	6.0		12.0	18.0	3.0		2.0		6.0	91.0		3.0		27.0
1476	hsa-miR-515-3p	6.0	1.0	3.0	5.0				7.0	3.0		1.0	1.0		37	45	4.0		3.0					1.0		148.0	1.0			22.0
1477	hsa-miR-515-5p		5.0	33.0	2.0		1.0		9.0	23.0	2.0	1.0	1.0	1.0	48	71	2.0		6.0	1.0	1.0				1.0	84.0		2.0		22.0
1478	hsa-miR-516a-3p		3.0	4.0	3.0				3.0	3.0	7.0		6.0		91	56	6.0			4.0					3.0	44.0	4.0	3.0		31.0
1479	hsa-miR-516a-5p		4.0		3.0				4.0	3.0	1.0			1.0	19	21										38.0				18.0
1480	hsa-miR-516b-3p		3.0	4.0	3.0				3.0	3.0	7.0		6.0		91	56	6.0			4.0					3.0	44.0	4.0	3.0		31.0
1481	hsa-miR-516b-5p		6.0	10.0	1.0				9.0	14.0			15.0	2.0	67	53	7.0		3.0	4.0					1.0	100.0		4.0		26.0
1482	hsa-miR-517-5p	10.0	1.0	3.0	1.0				3.0	10.0	1.0		1.0		41	55	1.0		1.0							33.0				2.0
1483	hsa-miR-517a-3p	2.0	1.0	1.0	1.0				1.0	5.0	1.0				21	11	4.0		1.0		1.0	1.0		8.0		22.0		1.0		36.0
1484	hsa-miR-517b-3p	2.0	1.0	1.0	1.0				1.0	5.0	1.0				21	11	4.0		1.0		1.0	1.0		8.0		22.0		1.0		36.0
1485	hsa-miR-517c-3p	2.0	1.0	1.0	1.0				1.0	5.0	1.0				21	11	4.0		1.0		1.0	1.0		8.0		22.0		1.0		36.0
1486	hsa-miR-5186		1.0	10.0	2.0				1.0	11.0	1.0		5.0		73	70	7.0	2.0	11.0	12.0	2.0			1.0	3.0	87.0			1.0	18.0
1487	hsa-miR-5187-3p		2.0	5.0	2.0		1.0	1.0	26.0	5.0	3.0	10.0	8.0		56	75	3.0		4.0	2.0					2.0	37.0		1.0		16.0
1488	hsa-miR-5187-5p			5.0					4.0	11.0	1.0		2.0		62	60	1.0		7.0	9.0	2.0			2.0	2.0	319.0		3.0	7.0	14.0
1489	hsa-miR-5188									4.0					13	6	3.0	2.0						4.0		1.0				10.0
1490	hsa-miR-5189	1.0	2.0	4.0	2.0				9.0	22.0		1.0	7.0	1.0	139	66	7.0		15.0	11.0					6.0	119.0	1.0			41.0
1491	hsa-miR-518a-3p		3.0	2.0				3.0	1.0	8.0	2.0	2.0			52	30	1.0		5.0	4.0					6.0	21.0		5.0		14.0
1492	hsa-miR-518a-5p		1.0	6.0	2.0				23.0	11.0	1.0		4.0	3.0	89	79	2.0		25.0	1.0			1.0		5.0	76.0				31.0
1493	hsa-miR-518b	1.0	7.0	2.0	2.0			3.0	5.0	6.0	3.0		2.0		70	24			23.0	3.0					3.0	29.0		4.0		18.0
1494	hsa-miR-518c-3p	1.0	7.0	2.0	2.0			3.0	5.0	6.0	3.0		2.0		70	24			23.0	3.0					3.0	29.0		4.0		18.0
1495	hsa-miR-518c-5p	6.0	10.0	17.0	5.0		1.0		13.0	3.0	6.0		11.0	10.0	73	81	10.0		1.0	3.0		1.0		1.0		58.0		4.0	1.0	52.0
1496	hsa-miR-518d-3p	1.0	7.0	2.0	2.0			3.0	5.0	6.0	3.0		2.0		70	24			23.0	3.0					3.0	29.0		4.0		18.0
1497	hsa-miR-518d-5p	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1498	hsa-miR-518e-3p		1.0	2.0				3.0		6.0	3.0				36	24	2.0			1.0					5.0	17.0				11.0
1499	hsa-miR-518e-5p	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1500	hsa-miR-518f-3p		3.0	2.0				3.0	1.0	8.0	2.0	2.0			52	30	1.0		5.0	4.0					6.0	21.0		5.0		14.0
1501	hsa-miR-518f-5p	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1502	hsa-miR-5190			15.0	2.0				9.0	4.0	3.0		2.0	2.0	101	63	31.0		11.0	3.0			1.0			33.0		1.0		13.0
1503	hsa-miR-5191		1.0										1.0		47	40			4.0	2.0	2.0			1.0	4.0	6.0		1.0		25.0
1504	hsa-miR-5192			9.0	1.0			1.0	6.0	10.0	1.0	2.0	8.0		61	70	6.0		4.0	11.0	2.0	1.0			5.0	66.0		1.0		31.0
1505	hsa-miR-5193		10.0	36.0	1.0	3.0			11.0	6.0	1.0		7.0		81	72	12.0		10.0	5.0	1.0			2.0	6.0	45.0	2.0	5.0	1.0	20.0
1506	hsa-miR-5194		2.0	8.0	1.0		1.0		8.0	8.0	3.0		1.0		121	61	6.0		7.0			1.0	2.0		6.0	16.0		1.0		16.0
1507	hsa-miR-5195-3p		4.0	5.0					9.0	12.0			3.0		74	66	2.0		1.0	1.0			1.0		2.0	26.0		7.0		13.0
1508	hsa-miR-5195-5p			3.0					7.0	9.0	4.0	1.0	3.0		46	27	7.0		5.0	3.0						65.0		2.0	2.0	4.0
1509	hsa-miR-5196-3p		5.0		1.0				2.0	4.0	4.0				52	46	4.0	1.0		1.0						34.0	4.0			23.0
1510	hsa-miR-5196-5p	1.0	3.0	10.0	1.0			1.0	9.0	10.0	2.0	4.0	3.0		116	67	14.0	2.0	9.0	32.0		1.0	1.0	1.0	2.0	55.0		1.0		9.0
1511	hsa-miR-5197-3p		4.0	13.0	2.0	1.0			6.0	5.0	3.0		10.0	9.0	95	119	1.0		10.0	8.0	2.0		2.0			18.0	3.0	3.0		26.0
1512	hsa-miR-5197-5p			10.0					1.0	2.0	8.0		2.0		82	62	31.0		2.0	1.0					1.0	31.0				23.0
1513	hsa-miR-519a-3p	5.0	2.0	4.0	2.0			3.0	20.0	11.0	6.0		1.0	2.0	71	81	3.0	2.0	4.0	1.0				1.0		415.0	1.0	2.0		27.0
1514	hsa-miR-519a-5p	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1515	hsa-miR-519b-3p	5.0	2.0	4.0	2.0			3.0	20.0	11.0	6.0		1.0	2.0	71	81	3.0	2.0	4.0	1.0				1.0		415.0	1.0	2.0		27.0
1516	hsa-miR-519b-5p	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1517	hsa-miR-519c-3p	5.0	2.0	4.0	2.0			3.0	20.0	11.0	6.0		1.0	2.0	71	81	3.0	2.0	4.0	1.0				1.0		415.0	1.0	2.0		27.0
1518	hsa-miR-519c-5p	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1519	hsa-miR-519d	5.0	3.0	7.0	3.0			3.0	21.0	12.0	6.0		4.0	2.0	72	104	3.0	4.0	3.0	5.0				1.0		363.0	1.0	5.0		38.0
1520	hsa-miR-519e-3p	6.0		2.0	5.0				8.0	6.0	1.0	1.0	1.0	2.0	58	66	3.0		3.0	1.0						331.0	1.0			19.0
1521	hsa-miR-519e-5p		5.0	33.0	2.0		1.0		9.0	23.0	2.0	1.0	1.0	1.0	48	71	2.0		6.0	1.0	1.0				1.0	84.0		2.0		22.0
1522	hsa-miR-520a-3p	6.0	2.0	6.0	2.0			3.0	19.0	11.0	5.0		1.0	2.0	67	105	4.0	2.0	3.0	1.0				2.0	1.0	359.0	1.0	1.0		28.0
1523	hsa-miR-520a-5p		10.0	15.0	5.0				17.0	9.0	3.0		1.0		85	67	1.0		1.0	5.0						103.0				22.0
1524	hsa-miR-520b	6.0	2.0	6.0	2.0			3.0	19.0	11.0	5.0		1.0	2.0	67	105	4.0	2.0	3.0	1.0				2.0	1.0	359.0	1.0	1.0		28.0
1525	hsa-miR-520c-3p	6.0	2.0	6.0	2.0			3.0	19.0	11.0	5.0		1.0	2.0	67	105	4.0	2.0	3.0	1.0				2.0	1.0	359.0	1.0	1.0		28.0
1526	hsa-miR-520c-5p	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1527	hsa-miR-520d-3p	6.0	2.0	6.0	2.0			3.0	19.0	11.0	5.0		1.0	2.0	67	105	4.0	2.0	3.0	1.0				2.0	1.0	359.0	1.0	1.0		28.0
1528	hsa-miR-520d-5p	2.0	5.0	10.0				3.0	33.0	12.0	5.0		3.0	2.0	126	118	9.0		12.0	8.0	3.0			1.0		112.0	4.0		1.0	39.0
1529	hsa-miR-520e	6.0	2.0	6.0	2.0			3.0	19.0	11.0	5.0		1.0	2.0	67	105	4.0	2.0	3.0	1.0				2.0	1.0	359.0	1.0	1.0		28.0
1530	hsa-miR-520f	6.0	2.0	3.0					3.0	5.0	1.0			2.0	58	93	5.0		2.0	1.0				1.0	3.0	331.0	1.0			19.0
1531	hsa-miR-520g		6.0	13.0	3.0			6.0	25.0	9.0	7.0		4.0		96	132	5.0	4.0	3.0	9.0	3.0			1.0		279.0		5.0		52.0
1532	hsa-miR-520h		6.0	13.0	3.0			6.0	25.0	9.0	7.0		4.0		96	132	5.0	4.0	3.0	9.0	3.0			1.0		279.0		5.0		52.0
1533	hsa-miR-521			5.0						8.0	5.0				26	25	2.0								5.0	43.0	2.0			12.0
1534	hsa-miR-522-3p			3.0	5.0			1.0	3.0	11.0	8.0		7.0		109	133	9.0		7.0	3.0					4.0	87.0	1.0			35.0
1535	hsa-miR-522-5p	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1536	hsa-miR-523-3p			9.0						8.0					9	5	1.0		6.0							7.0				7.0
1537	hsa-miR-523-5p	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1538	hsa-miR-524-3p		5.0	1.0					2.0	2.0	14.0		1.0		75	45			2.0	4.0		1.0			10.0	35.0		5.0		17.0
1539	hsa-miR-524-5p	2.0	5.0	10.0				3.0	33.0	12.0	5.0		3.0	2.0	126	118	9.0		12.0	8.0	3.0			1.0		112.0	4.0		1.0	39.0
1540	hsa-miR-525-3p		5.0	1.0					2.0	2.0	14.0		1.0		75	45			2.0	4.0		1.0			10.0	35.0		5.0		17.0
1541	hsa-miR-525-5p		10.0	15.0	5.0				17.0	9.0	3.0		1.0		85	67	1.0		1.0	5.0						103.0				22.0
1542	hsa-miR-526a	6.0	3.0	2.0	1.0				2.0	9.0	1.0				45	45	1.0									42.0				5.0
1543	hsa-miR-526b-3p	5.0	3.0	4.0	2.0			4.0	19.0	14.0	7.0		1.0	2.0	66	86	3.0	2.0	11.0	1.0				1.0		334.0	1.0	1.0		24.0
1544	hsa-miR-526b-5p		3.0	8.0	2.0		1.0		5.0	9.0	2.0	2.0	1.0	1.0	46	40	3.0		2.0	6.0						55.0		2.0		29.0
1545	hsa-miR-527		1.0	6.0	2.0				23.0	11.0	1.0		4.0	3.0	89	79	2.0		25.0	1.0			1.0		5.0	76.0				31.0
1546	hsa-miR-532-3p		7.0	31.0	1.0			2.0	3.0	6.0	6.0		5.0		94	86	9.0		2.0	9.0	1.0					209.0				15.0
1547	hsa-miR-532-5p			2.0	1.0				2.0	15.0	2.0		4.0	10.0	87	51	4.0			2.0						116.0		6.0		9.0
1548	hsa-miR-539-3p	1.0	1.0	9.0	5.0				15.0	15.0	7.0		3.0		65	103	5.0		4.0	1.0					7.0	43.0	4.0	1.0		17.0
1549	hsa-miR-539-5p		1.0	8.0	1.0				5.0	19.0	6.0	4.0	6.0	1.0	131	89	9.0		18.0	18.0					2.0	61.0	4.0	2.0		51.0
1550	hsa-miR-541-3p		2.0	7.0		1.0			9.0	11.0	1.0	4.0	2.0		83	43	8.0	1.0	5.0	4.0	2.0	5.0		14.0	6.0	42.0			9.0	29.0
1551	hsa-miR-541-5p		2.0	3.0	3.0				6.0	21.0	1.0		9.0		112	58	2.0		11.0	11.0	1.0			14.0	4.0	108.0		1.0		20.0
1552	hsa-miR-542-3p	3.0	4.0	7.0	1.0				6.0	7.0	3.0			1.0	78	48	1.0		3.0		1.0		1.0	3.0		36.0		1.0		25.0
1553	hsa-miR-542-5p		2.0	3.0	1.0				7.0	5.0	3.0		2.0	8.0	43	11	3.0	3.0	4.0	4.0					1.0	2.0			1.0	5.0
1554	hsa-miR-543			10.0	12.0		1.0	1.0	9.0	22.0	1.0	1.0	7.0	2.0	133	162	6.0		16.0	2.0			1.0		11.0	23.0	5.0	5.0		40.0
1555	hsa-miR-544a		6.0	11.0	3.0				12.0	8.0	2.0		1.0		69	61	5.0		1.0	2.0			2.0	1.0	6.0	23.0	4.0	7.0	2.0	32.0
1556	hsa-miR-544b		7.0	10.0			3.0			6.0	3.0		3.0	1.0	87	55	6.0		5.0	4.0					4.0	123.0				13.0
1557	hsa-miR-545-3p		2.0	10.0	2.0		1.0		27.0	17.0	6.0		1.0		89	60	2.0		26.0	1.0				1.0	3.0	99.0	8.0	2.0		18.0
1558	hsa-miR-545-5p	3.0	1.0	7.0	6.0				20.0	13.0	4.0	1.0	3.0	9.0	82	57	1.0		1.0	7.0					2.0	30.0		8.0		22.0
1559	hsa-miR-548a-3p		1.0	15.0	6.0				10.0	28.0	1.0	4.0	6.0	1.0	110	126	11.0		8.0	4.0						45.0	3.0	4.0	2.0	13.0
1560	hsa-miR-548a-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1561	hsa-miR-548aa		1.0	9.0	1.0			3.0	27.0	51.0	5.0		13.0		164	121	11.0	1.0	10.0	6.0					12.0	75.0		3.0	2.0	14.0
1562	hsa-miR-548ab	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1563	hsa-miR-548ac	6.0	2.0	12.0				3.0	36.0	68.0	6.0	7.0	15.0		268	204	27.0	1.0	10.0	7.0	1.0				24.0	136.0	5.0		2.0	21.0
1564	hsa-miR-548ad			8.0	8.0			3.0	12.0	10.0			18.0		59	93	8.0		4.0	5.0						20.0				24.0
1565	hsa-miR-548ae	6.0	2.0	22.0	3.0			1.0	35.0	75.0	6.0	10.0	8.0		274	222	31.0	1.0	11.0	5.0	1.0				24.0	126.0	5.0		2.0	23.0
1566	hsa-miR-548ag			5.0	2.0		2.0	2.0	30.0	7.0	12.0			1.0	68	85	2.0		2.0	4.0						7.0	1.0	1.0		21.0
1567	hsa-miR-548ah-3p	6.0	2.0	22.0	3.0			1.0	35.0	75.0	6.0	10.0	8.0		274	222	31.0	1.0	11.0	5.0	1.0				24.0	126.0	5.0		2.0	23.0
1568	hsa-miR-548ah-5p		2.0	7.0	4.0		2.0	4.0	23.0	24.0	8.0		3.0	1.0	116	119	9.0	2.0	5.0	1.0				1.0		254.0		1.0		19.0
1569	hsa-miR-548ai			5.0	2.0		2.0	2.0	31.0	7.0	12.0			1.0	68	85	2.0		2.0	4.0						7.0		1.0		21.0
1570	hsa-miR-548aj-3p	6.0	1.0	32.0	4.0			2.0	47.0	96.0	5.0	3.0	8.0		321	220	30.0	2.0	15.0	5.0	1.0		2.0		19.0	143.0	4.0		2.0	23.0
1571	hsa-miR-548aj-5p	3.0	2.0	21.0	1.0				30.0	18.0	1.0	4.0	5.0	3.0	107	107	3.0		6.0	1.0			1.0		6.0	56.0	8.0			23.0
1572	hsa-miR-548ak	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1573	hsa-miR-548al		1.0	7.0	4.0				12.0	8.0	1.0	2.0	1.0		57	24	1.0				2.0			1.0		5.0				7.0
1574	hsa-miR-548am-3p	6.0	2.0	22.0	3.0			1.0	35.0	75.0	6.0	10.0	8.0		274	222	31.0	1.0	11.0	5.0	1.0				24.0	126.0	5.0		2.0	23.0
1575	hsa-miR-548am-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1576	hsa-miR-548an		1.0	16.0	3.0				38.0	15.0	6.0	1.0	1.0		139	80	9.0		12.0	14.0				1.0	1.0	12.0		7.0		25.0
1577	hsa-miR-548ao-3p	1.0	2.0	6.0					12.0	14.0	5.0		3.0	9.0	77	101	3.0		5.0	3.0						39.0				10.0
1578	hsa-miR-548ao-5p	1.0		5.0	1.0				18.0	16.0	7.0		2.0		54	97	8.0	2.0	7.0	4.0						27.0	7.0			21.0
1579	hsa-miR-548ap-3p		1.0	9.0	1.0			3.0	27.0	51.0	5.0		13.0		164	121	11.0	1.0	10.0	6.0					12.0	75.0		3.0	2.0	14.0
1580	hsa-miR-548ap-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1581	hsa-miR-548aq-3p	6.0	2.0	22.0	3.0			1.0	35.0	75.0	6.0	10.0	8.0		274	222	31.0	1.0	11.0	5.0	1.0				24.0	126.0	5.0		2.0	23.0
1582	hsa-miR-548aq-5p	1.0	1.0	4.0	3.0			1.0	25.0	15.0	11.0	1.0	3.0		53	75	7.0		9.0	4.0					2.0	48.0				14.0
1583	hsa-miR-548ar-3p			13.0	6.0			1.0	15.0	26.0	5.0	4.0	6.0	1.0	106	106	9.0		13.0	3.0						39.0	2.0	1.0		18.0
1584	hsa-miR-548ar-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1585	hsa-miR-548as-3p			8.0	1.0			3.0	14.0	20.0	6.0	3.0	10.0		95	95	7.0		6.0	6.0					5.0	66.0		2.0		15.0
1586	hsa-miR-548as-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1587	hsa-miR-548at-3p		1.0	17.0	1.0			2.0	8.0	23.0	3.0	1.0	10.0		89	95	9.0		4.0	3.0					4.0	29.0	1.0	3.0	2.0	5.0
1588	hsa-miR-548at-5p			10.0	1.0			3.0	14.0	25.0	7.0	1.0	2.0	1.0	93	109	4.0	2.0	4.0	8.0					4.0	42.0		4.0		13.0
1589	hsa-miR-548au-3p	6.0	1.0	5.0						4.0	4.0		1.0	1.0	62	61	5.0		3.0	4.0			1.0		2.0	36.0				27.0
1590	hsa-miR-548au-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1591	hsa-miR-548av-3p			13.0	5.0				10.0	24.0	3.0	3.0	6.0	1.0	103	103	9.0		8.0	3.0					1.0	32.0	2.0	2.0		12.0
1592	hsa-miR-548av-5p			8.0	3.0			3.0	8.0	22.0	10.0	1.0	2.0	1.0	65	84	8.0	2.0	6.0	3.0					2.0	55.0	1.0			10.0
1593	hsa-miR-548aw			15.0	1.0				27.0	20.0	2.0		4.0	3.0	79	79	3.0		6.0	1.0		1.0	1.0		5.0	56.0	4.0	2.0		21.0
1594	hsa-miR-548ax	1.0		5.0	1.0				18.0	16.0	7.0		2.0		54	97	8.0	2.0	7.0	4.0						27.0	7.0			21.0
1595	hsa-miR-548b-3p		2.0	13.0	2.0				3.0	7.0	12.0	1.0	6.0	2.0	58	79	3.0		21.0	4.0	1.0		1.0		1.0	23.0		3.0		19.0
1596	hsa-miR-548b-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1597	hsa-miR-548c-3p	6.0	1.0	12.0	1.0			1.0	53.0	81.0	5.0	7.0	8.0		257	262	27.0	1.0	14.0	8.0	2.0				26.0	156.0	13.0	1.0	3.0	35.0
1598	hsa-miR-548c-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1599	hsa-miR-548d-3p	6.0	2.0	12.0				3.0	36.0	68.0	6.0	7.0	15.0		268	204	27.0	1.0	10.0	7.0	1.0				24.0	136.0	5.0		2.0	21.0
1600	hsa-miR-548d-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1601	hsa-miR-548e		1.0	19.0	5.0			1.0	24.0	54.0	5.0	3.0	9.0	1.0	177	138	13.0	1.0	14.0	5.0					12.0	80.0	2.0	1.0	2.0	18.0
1602	hsa-miR-548f		1.0	19.0	5.0			1.0	24.0	54.0	5.0	3.0	9.0	1.0	177	138	13.0	1.0	14.0	5.0					12.0	80.0	2.0	1.0	2.0	18.0
1603	hsa-miR-548g-3p			12.0	5.0				10.0	26.0	1.0	3.0	6.0	2.0	92	102	9.0		8.0	4.0						32.0	2.0	1.0		14.0
1604	hsa-miR-548g-5p	3.0	2.0	21.0	1.0				30.0	18.0	1.0	4.0	5.0	3.0	107	107	3.0		6.0	1.0			1.0		6.0	56.0	8.0			23.0
1605	hsa-miR-548h-3p	6.0	2.0	12.0				3.0	36.0	68.0	6.0	7.0	15.0		268	204	27.0	1.0	10.0	7.0	1.0				24.0	136.0	5.0		2.0	21.0
1606	hsa-miR-548h-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1607	hsa-miR-548i	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1608	hsa-miR-548j	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1609	hsa-miR-548k			8.0	3.0			3.0	8.0	22.0	10.0	1.0	2.0	1.0	65	84	8.0	2.0	6.0	3.0					2.0	55.0	1.0			10.0
1610	hsa-miR-548l			10.0	3.0			3.0	11.0	24.0	12.0	2.0	2.0	1.0	74	88	8.0	2.0	12.0	2.0					2.0	56.0				14.0
1611	hsa-miR-548m			13.0	2.0			2.0	35.0	4.0	13.0		1.0	4.0	80	81	3.0		2.0	8.0			1.0			5.0		1.0		19.0
1612	hsa-miR-548n	3.0	2.0	13.0	4.0			3.0	14.0	24.0	9.0	5.0	4.0	1.0	100	101	10.0	2.0	7.0	2.0					3.0	63.0	4.0			20.0
1613	hsa-miR-548o-3p		2.0	18.0	4.0				19.0	36.0	1.0	14.0	5.0		132	173	15.0	1.0	3.0	3.0					10.0	101.0	5.0	3.0	9.0	16.0
1614	hsa-miR-548o-5p	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1615	hsa-miR-548p		1.0	16.0	3.0				17.0	11.0	6.0		4.0	9.0	67	65	4.0		25.0						3.0	37.0	8.0	1.0		13.0
1616	hsa-miR-548q		1.0	3.0	5.0				7.0	15.0	1.0	2.0		7.0	61	64	6.0		1.0				1.0		7.0	56.0			1.0	27.0
1617	hsa-miR-548s		2.0	1.0	2.0				6.0	7.0	8.0				78	61	28.0		6.0	1.0		1.0	2.0	1.0	1.0	135.0		1.0		21.0
1618	hsa-miR-548t-3p		1.0	9.0	1.0			3.0	27.0	51.0	5.0		13.0		164	121	11.0	1.0	10.0	6.0					12.0	75.0		3.0	2.0	14.0
1619	hsa-miR-548t-5p	3.0	4.0	11.0	4.0			4.0	26.0	25.0	8.0	4.0	5.0	1.0	113	115	6.0	2.0	4.0	1.0				1.0	1.0	253.0	4.0	1.0		28.0
1620	hsa-miR-548u	2.0	3.0	10.0	1.0			3.0	26.0	17.0	6.0		3.0	9.0	91	139	6.0	1.0	5.0	11.0	3.0	1.0		4.0	4.0	45.0				35.0
1621	hsa-miR-548v			3.0	2.0				1.0	11.0	2.0	3.0		9.0	54	61			2.0	1.0				3.0		54.0			1.0	11.0
1622	hsa-miR-548w	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1623	hsa-miR-548x-3p	6.0	1.0	32.0	4.0			2.0	47.0	96.0	5.0	3.0	8.0		321	220	30.0	2.0	15.0	5.0	1.0		2.0		19.0	143.0	4.0		2.0	23.0
1624	hsa-miR-548x-5p	3.0	2.0	21.0	1.0				30.0	18.0	1.0	4.0	5.0	3.0	107	107	3.0		6.0	1.0			1.0		6.0	56.0	8.0			23.0
1625	hsa-miR-548y	1.0		8.0	4.0			3.0	15.0	21.0	9.0	1.0	2.0	1.0	64	93	11.0	2.0	6.0	3.0					2.0	59.0				11.0
1626	hsa-miR-548z	6.0	2.0	12.0				3.0	36.0	68.0	6.0	7.0	15.0		268	204	27.0	1.0	10.0	7.0	1.0				24.0	136.0	5.0		2.0	21.0
